id	modified	language	institutionCode	collectionCode	basisOfRecord	occurrenceID	catalogNumber	recordedBy	eventDate	year	month	day	continent	country	countryCode	stateProvince	county	locality	minimumElevationInMeters	maximumElevationInMeters	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	scientificName	kingdom	phylum	class	order	family	genus	specificEpithet	infraspecificEpithet	scientificNameAuthorship
urn:catalog:OBSNEV:MIGRAME:MIG-P038-24312	2015-02-26 05:52:50.114886	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-P038-24312	MIG-P038-24312	Navarro-González I, Benito de Pando BM, Zamora-Rodríguez R, Matías L	2012-09-10	2012	9	10	Europe	España	ESP	GR	CAÑAR	Robledal de Cañar. Loma de Cañar	1789	1789	36.95919	-3.42446	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-P038-24336	2015-02-26 05:52:50.984861	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-P038-24336	MIG-P038-24336	Navarro-González I, Benito de Pando BM, Zamora-Rodríguez R, Matías L	2012-09-10	2012	9	10	Europe	España	ESP	GR	CAÑAR	Robledal de Cañar. Loma de Cañar	1789	1789	36.95919	-3.42446	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-P033-24340	2015-02-26 05:52:51.100513	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-P033-24340	MIG-P033-24340	Navarro-González I, Benito de Pando BM, Zamora-Rodríguez R, Matías L	2012-09-10	2012	9	10	Europe	España	ESP	GR	CAÑAR	Robledal de Cañar. Loma de Cañar	1843	1843	36.96179	-3.42465	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-D001r-24842	2015-02-26 05:52:59.448451	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-D001r-24842	MIG-D001r-24842	Pérez-Luque AJ, Navarro-González I	2012-09-10	2012	9	10	Europe	España	ESP	GR	CAÑAR	Robledal de Cañar. Loma de Cañar	1736	1736	36.96689	-3.41157	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-P033-24341	2015-02-26 05:52:51.134396	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-P033-24341	MIG-P033-24341	Navarro-González I, Benito de Pando BM, Zamora-Rodríguez R, Matías L	2012-09-10	2012	9	10	Europe	España	ESP	GR	CAÑAR	Robledal de Cañar. Loma de Cañar	1843	1843	36.96179	-3.42465	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-P033-24342	2015-02-26 05:52:51.166151	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-P033-24342	MIG-P033-24342	Navarro-González I, Benito de Pando BM, Zamora-Rodríguez R, Matías L	2012-09-10	2012	9	10	Europe	España	ESP	GR	CAÑAR	Robledal de Cañar. Loma de Cañar	1843	1843	36.96179	-3.42465	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-P033-24343	2015-02-26 05:52:51.192696	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-P033-24343	MIG-P033-24343	Navarro-González I, Benito de Pando BM, Zamora-Rodríguez R, Matías L	2012-09-10	2012	9	10	Europe	España	ESP	GR	CAÑAR	Robledal de Cañar. Loma de Cañar	1843	1843	36.96179	-3.42465	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-P033-24344	2015-02-26 05:52:51.22473	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-P033-24344	MIG-P033-24344	Navarro-González I, Benito de Pando BM, Zamora-Rodríguez R, Matías L	2012-09-10	2012	9	10	Europe	España	ESP	GR	CAÑAR	Robledal de Cañar. Loma de Cañar	1843	1843	36.96179	-3.42465	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-P033-24345	2015-02-26 05:52:51.257743	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-P033-24345	MIG-P033-24345	Navarro-González I, Benito de Pando BM, Zamora-Rodríguez R, Matías L	2012-09-10	2012	9	10	Europe	España	ESP	GR	CAÑAR	Robledal de Cañar. Loma de Cañar	1843	1843	36.96179	-3.42465	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-P033-24346	2015-02-26 05:52:51.293175	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-P033-24346	MIG-P033-24346	Navarro-González I, Benito de Pando BM, Zamora-Rodríguez R, Matías L	2012-09-10	2012	9	10	Europe	España	ESP	GR	CAÑAR	Robledal de Cañar. Loma de Cañar	1843	1843	36.96179	-3.42465	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-P033-24347	2015-02-26 05:52:51.324299	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-P033-24347	MIG-P033-24347	Navarro-González I, Benito de Pando BM, Zamora-Rodríguez R, Matías L	2012-09-10	2012	9	10	Europe	España	ESP	GR	CAÑAR	Robledal de Cañar. Loma de Cañar	1843	1843	36.96179	-3.42465	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-P033-24349	2015-02-26 05:52:51.393146	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-P033-24349	MIG-P033-24349	Navarro-González I, Benito de Pando BM, Zamora-Rodríguez R, Matías L	2012-09-10	2012	9	10	Europe	España	ESP	GR	CAÑAR	Robledal de Cañar. Loma de Cañar	1843	1843	36.96179	-3.42465	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-P033-24351	2015-02-26 05:52:51.457628	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-P033-24351	MIG-P033-24351	Navarro-González I, Benito de Pando BM, Zamora-Rodríguez R, Matías L	2012-09-10	2012	9	10	Europe	España	ESP	GR	CAÑAR	Robledal de Cañar. Loma de Cañar	1843	1843	36.96179	-3.42465	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-P033-24352	2015-02-26 05:52:51.484383	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-P033-24352	MIG-P033-24352	Navarro-González I, Benito de Pando BM, Zamora-Rodríguez R, Matías L	2012-09-10	2012	9	10	Europe	España	ESP	GR	CAÑAR	Robledal de Cañar. Loma de Cañar	1843	1843	36.96179	-3.42465	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-P033-24353	2015-02-26 05:52:51.507522	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-P033-24353	MIG-P033-24353	Navarro-González I, Benito de Pando BM, Zamora-Rodríguez R, Matías L	2012-09-10	2012	9	10	Europe	España	ESP	GR	CAÑAR	Robledal de Cañar. Loma de Cañar	1843	1843	36.96179	-3.42465	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-P033-24354	2015-02-26 05:52:51.535952	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-P033-24354	MIG-P033-24354	Navarro-González I, Benito de Pando BM, Zamora-Rodríguez R, Matías L	2012-09-10	2012	9	10	Europe	España	ESP	GR	CAÑAR	Robledal de Cañar. Loma de Cañar	1843	1843	36.96179	-3.42465	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-P033-24355	2015-02-26 05:52:51.568426	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-P033-24355	MIG-P033-24355	Navarro-González I, Benito de Pando BM, Zamora-Rodríguez R, Matías L	2012-09-10	2012	9	10	Europe	España	ESP	GR	CAÑAR	Robledal de Cañar. Loma de Cañar	1843	1843	36.96179	-3.42465	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-P033-24356	2015-02-26 05:52:51.600483	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-P033-24356	MIG-P033-24356	Navarro-González I, Benito de Pando BM, Zamora-Rodríguez R, Matías L	2012-09-10	2012	9	10	Europe	España	ESP	GR	CAÑAR	Robledal de Cañar. Loma de Cañar	1843	1843	36.96179	-3.42465	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-P033-24357	2015-02-26 05:52:51.634366	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-P033-24357	MIG-P033-24357	Navarro-González I, Benito de Pando BM, Zamora-Rodríguez R, Matías L	2012-09-10	2012	9	10	Europe	España	ESP	GR	CAÑAR	Robledal de Cañar. Loma de Cañar	1843	1843	36.96179	-3.42465	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-P038-24304	2015-02-26 05:54:30.010402	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-P038-24304	MIG-P038-24304	Navarro-González I, Benito de Pando BM, Zamora-Rodríguez R, Matías L	2012-09-10	2012	9	10	Europe	España	ESP	GR	CAÑAR	Robledal de Cañar. Loma de Cañar	1789	1789	36.95919	-3.42446	EPSG:4326	5	Quercus ilex L. subsp. ballota	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	ilex		L.
urn:catalog:OBSNEV:MIGRAME:MIG-P038-24294	2015-02-26 05:52:49.535073	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-P038-24294	MIG-P038-24294	Navarro-González I, Benito de Pando BM, Zamora-Rodríguez R, Matías L	2012-09-10	2012	9	10	Europe	España	ESP	GR	CAÑAR	Robledal de Cañar. Loma de Cañar	1789	1789	36.95919	-3.42446	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-P033-24359	2015-02-26 05:52:51.692866	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-P033-24359	MIG-P033-24359	Navarro-González I, Benito de Pando BM, Zamora-Rodríguez R, Matías L	2012-09-10	2012	9	10	Europe	España	ESP	GR	CAÑAR	Robledal de Cañar. Loma de Cañar	1843	1843	36.96179	-3.42465	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-P033-24360	2015-02-26 05:52:51.718386	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-P033-24360	MIG-P033-24360	Navarro-González I, Benito de Pando BM, Zamora-Rodríguez R, Matías L	2012-09-10	2012	9	10	Europe	España	ESP	GR	CAÑAR	Robledal de Cañar. Loma de Cañar	1843	1843	36.96179	-3.42465	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-P033-24361	2015-02-26 05:52:51.749232	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-P033-24361	MIG-P033-24361	Navarro-González I, Benito de Pando BM, Zamora-Rodríguez R, Matías L	2012-09-10	2012	9	10	Europe	España	ESP	GR	CAÑAR	Robledal de Cañar. Loma de Cañar	1843	1843	36.96179	-3.42465	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-P033-24362	2015-02-26 05:52:51.784669	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-P033-24362	MIG-P033-24362	Navarro-González I, Benito de Pando BM, Zamora-Rodríguez R, Matías L	2012-09-10	2012	9	10	Europe	España	ESP	GR	CAÑAR	Robledal de Cañar. Loma de Cañar	1843	1843	36.96179	-3.42465	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-P033-24363	2015-02-26 05:52:51.81705	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-P033-24363	MIG-P033-24363	Navarro-González I, Benito de Pando BM, Zamora-Rodríguez R, Matías L	2012-09-10	2012	9	10	Europe	España	ESP	GR	CAÑAR	Robledal de Cañar. Loma de Cañar	1843	1843	36.96179	-3.42465	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-P033-24364	2015-02-26 05:52:51.841061	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-P033-24364	MIG-P033-24364	Navarro-González I, Benito de Pando BM, Zamora-Rodríguez R, Matías L	2012-09-10	2012	9	10	Europe	España	ESP	GR	CAÑAR	Robledal de Cañar. Loma de Cañar	1843	1843	36.96179	-3.42465	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-P033-24366	2015-02-26 05:52:51.900825	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-P033-24366	MIG-P033-24366	Navarro-González I, Benito de Pando BM, Zamora-Rodríguez R, Matías L	2012-09-10	2012	9	10	Europe	España	ESP	GR	CAÑAR	Robledal de Cañar. Loma de Cañar	1843	1843	36.96179	-3.42465	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-P033-24367	2015-02-26 05:52:51.950407	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-P033-24367	MIG-P033-24367	Navarro-González I, Benito de Pando BM, Zamora-Rodríguez R, Matías L	2012-09-10	2012	9	10	Europe	España	ESP	GR	CAÑAR	Robledal de Cañar. Loma de Cañar	1843	1843	36.96179	-3.42465	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-P033-24368	2015-02-26 05:52:51.984304	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-P033-24368	MIG-P033-24368	Navarro-González I, Benito de Pando BM, Zamora-Rodríguez R, Matías L	2012-09-10	2012	9	10	Europe	España	ESP	GR	CAÑAR	Robledal de Cañar. Loma de Cañar	1843	1843	36.96179	-3.42465	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-P033-24369	2015-02-26 05:52:52.018376	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-P033-24369	MIG-P033-24369	Navarro-González I, Benito de Pando BM, Zamora-Rodríguez R, Matías L	2012-09-10	2012	9	10	Europe	España	ESP	GR	CAÑAR	Robledal de Cañar. Loma de Cañar	1843	1843	36.96179	-3.42465	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-P033-24370	2015-02-26 05:52:52.050399	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-P033-24370	MIG-P033-24370	Navarro-González I, Benito de Pando BM, Zamora-Rodríguez R, Matías L	2012-09-10	2012	9	10	Europe	España	ESP	GR	CAÑAR	Robledal de Cañar. Loma de Cañar	1843	1843	36.96179	-3.42465	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-P033-24371	2015-02-26 05:52:52.165988	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-P033-24371	MIG-P033-24371	Navarro-González I, Benito de Pando BM, Zamora-Rodríguez R, Matías L	2012-09-10	2012	9	10	Europe	España	ESP	GR	CAÑAR	Robledal de Cañar. Loma de Cañar	1843	1843	36.96179	-3.42465	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-P030-24376	2015-02-26 05:52:52.300044	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-P030-24376	MIG-P030-24376	Navarro-González I, Benito de Pando BM, Zamora-Rodríguez R, Matías L	2012-11-12	2012	11	12	Europe	España	ESP	GR	CAÑAR	Robledal de Cañar. Loma de Cañar	1866	1866	36.95964	-3.43111	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-P030-24377	2015-02-26 05:52:52.333902	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-P030-24377	MIG-P030-24377	Navarro-González I, Benito de Pando BM, Zamora-Rodríguez R, Matías L	2012-11-12	2012	11	12	Europe	España	ESP	GR	CAÑAR	Robledal de Cañar. Loma de Cañar	1866	1866	36.95964	-3.43111	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-P033-24372	2015-02-26 05:52:52.190826	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-P033-24372	MIG-P033-24372	Navarro-González I, Benito de Pando BM, Zamora-Rodríguez R, Matías L	2012-09-10	2012	9	10	Europe	España	ESP	GR	CAÑAR	Robledal de Cañar. Loma de Cañar	1843	1843	36.96179	-3.42465	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-D014-24430	2015-02-26 05:52:53.824413	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-D014-24430	MIG-D014-24430	Pérez-Luque AJ, Navarro-González I	2012-09-10	2012	9	10	Europe	España	ESP	GR	CAÑAR	Robledal de Cañar. Loma de Cañar	1883	1883	36.97111	-3.41387	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-D017-24495	2015-02-26 05:52:54.516758	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-D017-24495	MIG-D017-24495	Pérez-Luque AJ, Navarro-González I	2012-09-10	2012	9	10	Europe	España	ESP	GR	CAÑAR	Robledal de Cañar. Loma de Cañar	1774	1774	36.96888	-3.40980	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-D017-24566	2015-02-26 05:52:55.367036	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-D017-24566	MIG-D017-24566	Pérez-Luque AJ, Navarro-González I	2012-09-10	2012	9	10	Europe	España	ESP	GR	CAÑAR	Robledal de Cañar. Loma de Cañar	1774	1774	36.96888	-3.40980	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-D017-24640	2015-02-26 05:52:56.448438	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-D017-24640	MIG-D017-24640	Pérez-Luque AJ, Navarro-González I	2012-09-10	2012	9	10	Europe	España	ESP	GR	CAÑAR	Robledal de Cañar. Loma de Cañar	1774	1774	36.96888	-3.40980	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-D003r-24681	2015-02-26 05:52:56.913939	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-D003r-24681	MIG-D003r-24681	Pérez-Luque AJ, Navarro-González I	2012-09-10	2012	9	10	Europe	España	ESP	GR	CAÑAR	Robledal de Cañar. Loma de Cañar	1804	1804	36.96819	-3.41359	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-D003r-24690	2015-02-26 05:52:56.94091	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-D003r-24690	MIG-D003r-24690	Pérez-Luque AJ, Navarro-González I	2012-09-10	2012	9	10	Europe	España	ESP	GR	CAÑAR	Robledal de Cañar. Loma de Cañar	1804	1804	36.96819	-3.41359	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-D003r-24691	2015-02-26 05:52:56.973935	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-D003r-24691	MIG-D003r-24691	Pérez-Luque AJ, Navarro-González I	2012-09-10	2012	9	10	Europe	España	ESP	GR	CAÑAR	Robledal de Cañar. Loma de Cañar	1804	1804	36.96819	-3.41359	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-D017-24629	2015-02-26 05:52:56.31438	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-D017-24629	MIG-D017-24629	Pérez-Luque AJ, Navarro-González I	2012-09-10	2012	9	10	Europe	España	ESP	GR	CAÑAR	Robledal de Cañar. Loma de Cañar	1774	1774	36.96888	-3.40980	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-D003r-24698	2015-02-26 05:52:57.173487	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-D003r-24698	MIG-D003r-24698	Pérez-Luque AJ, Navarro-González I	2012-09-10	2012	9	10	Europe	España	ESP	GR	CAÑAR	Robledal de Cañar. Loma de Cañar	1804	1804	36.96819	-3.41359	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-D003r-24700	2015-02-26 05:52:57.241007	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-D003r-24700	MIG-D003r-24700	Pérez-Luque AJ, Navarro-González I	2012-09-10	2012	9	10	Europe	España	ESP	GR	CAÑAR	Robledal de Cañar. Loma de Cañar	1804	1804	36.96819	-3.41359	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
urn:catalog:OBSNEV:MIGRAME:MIG-D003r-24701	2015-02-26 05:52:57.273884	es	OBSNEV	MIGRAME	humanObservation	urn:catalog:OBSNEV:MIGRAME:MIG-D003r-24701	MIG-D003r-24701	Pérez-Luque AJ, Navarro-González I	2012-09-10	2012	9	10	Europe	España	ESP	GR	CAÑAR	Robledal de Cañar. Loma de Cañar	1804	1804	36.96819	-3.41359	EPSG:4326	5	Quercus pyrenaica Willd.	Plantae	Magnoliophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	pyrenaica		Willd.
