id,dbh,h,eventDate,tr,loc,scientificName,sp
urn:catalog:OBSNEV:MIGRAME:MIG-A035-26252,19,850,2013-10-04,A035,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A035-26253,23,1000,2013-10-04,A035,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A035-26254,18,700,2013-10-04,A035,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A035-26255,19,950,2013-10-04,A035,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A035-26256,2,120,2013-10-04,A035,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A035-26257,1,110,2013-10-04,A035,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A035-26258,NA,80,2013-10-04,A035,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A035-26259,NA,90,2013-10-04,A035,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A035-26260,NA,90,2013-10-04,A035,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A035-26261,NA,80,2013-10-04,A035,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A035-26262,NA,70,2013-10-04,A035,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A035-26263,NA,50,2013-10-04,A035,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A035-26264,NA,70,2013-10-04,A035,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A035-26265,NA,90,2013-10-04,A035,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A035-26266,NA,120,2013-10-04,A035,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A035-26267,NA,90,2013-10-04,A035,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A036-26023,NA,90,2013-10-03,A036,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A036-26024,1,54,2013-10-03,A036,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A036-26025,NA,70,2013-10-03,A036,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A036-26026,NA,120,2013-10-03,A036,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A036-26027,NA,70,2013-10-03,A036,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A036-26028,NA,90,2013-10-03,A036,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A036-26029,NA,90,2013-10-03,A036,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A036-26030,NA,110,2013-10-03,A036,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A036-26031,NA,90,2013-10-03,A036,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A036-26032,40,1700,2013-10-03,A036,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A036-26033,38,1500,2013-10-03,A036,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A036-26034,44,1600,2013-10-03,A036,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A036-26035,33,1500,2013-10-03,A036,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A036-26036,3,120,2013-10-03,A036,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A036-26037,32,1500,2013-10-03,A036,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A036-26038,28,1300,2013-10-03,A036,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A036-26039,26,1200,2013-10-03,A036,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A036-26040,32,1500,2013-10-03,A036,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A036-26041,NA,20,2013-10-03,A036,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A036-26042,40,1600,2013-10-03,A036,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A036-26043,22,1100,2013-10-03,A036,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A036-26044,20,1200,2013-10-03,A036,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A036-26045,27,1250,2013-10-03,A036,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A036-26046,18,1000,2013-10-03,A036,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A036-26047,21,1300,2013-10-03,A036,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A036-26048,24,1400,2013-10-03,A036,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A036-26049,NA,20,2013-10-03,A036,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A036-26050,NA,60,2013-10-03,A036,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A036-26051,26,1300,2013-10-03,A036,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A036-26052,27,850,2013-10-03,A036,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A036-26053,25,1300,2013-10-03,A036,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A036-26054,14,900,2013-10-03,A036,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A036-26055,15,850,2013-10-03,A036,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A036-26056,32,1200,2013-10-03,A036,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A036-26057,36,1500,2013-10-03,A036,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A036-26058,30,1400,2013-10-03,A036,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A036-26059,25,1500,2013-10-03,A036,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A036-26060,14,850,2013-10-03,A036,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A036-26061,17,700,2013-10-03,A036,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A036-26062,34,1100,2013-10-03,A036,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A036-26063,NA,40,2013-10-03,A036,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A036-26064,NA,50,2013-10-03,A036,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A036-26065,NA,160,2013-10-03,A036,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A036-26066,NA,50,2013-10-03,A036,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A036-26067,NA,60,2013-10-03,A036,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A036-26068,NA,40,2013-10-03,A036,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A036-26069,NA,40,2013-10-03,A036,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A036-26070,NA,50,2013-10-03,A036,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A036-26071,NA,80,2013-10-03,A036,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A036-26072,NA,90,2013-10-03,A036,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A036-26073,NA,60,2013-10-03,A036,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A036-26074,NA,40,2013-10-03,A036,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A036-26075,NA,40,2013-10-03,A036,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A036-26076,NA,50,2013-10-03,A036,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A036-26077,NA,80,2013-10-03,A036,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A037-26078,NA,80,2013-10-03,A037,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A037-26079,23,700,2013-10-03,A037,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A037-26080,29,1700,2013-10-03,A037,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A037-26081,2,90,2013-10-03,A037,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A037-26082,33,1300,2013-10-03,A037,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A037-26083,27,1500,2013-10-03,A037,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A037-26084,NA,24,2013-10-03,A037,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A037-26085,1,74,2013-10-03,A037,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A037-26086,13,950,2013-10-03,A037,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A037-26087,0,50,2013-10-03,A037,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A037-26088,1,90,2013-10-03,A037,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A037-26089,1,70,2013-10-03,A037,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A037-26090,24,1500,2013-10-03,A037,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A037-26091,3,160,2013-10-03,A037,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A037-26092,29,1100,2013-10-03,A037,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A037-26093,22,1000,2013-10-03,A037,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A037-26094,1,70,2013-10-03,A037,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A037-26095,24,1350,2013-10-03,A037,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A037-26096,35,1500,2013-10-03,A037,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A037-26097,1,60,2013-10-03,A037,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A037-26098,34,1300,2013-10-03,A037,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A037-26099,1,150,2013-10-03,A037,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A037-26100,20,850,2013-10-03,A037,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A037-26101,31,1000,2013-10-03,A037,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A037-26102,1,60,2013-10-03,A037,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A037-26103,2,130,2013-10-03,A037,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A037-26104,2,110,2013-10-03,A037,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A037-26105,1,60,2013-10-03,A037,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A037-26106,1,110,2013-10-03,A037,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A037-26107,2,110,2013-10-03,A037,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A037-26108,24,800,2013-10-03,A037,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A037-26109,21,550,2013-10-03,A037,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A037-26110,1,55,2013-10-03,A037,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A037-26111,NA,60,2013-10-03,A037,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A037-26112,1,110,2013-10-03,A037,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A037-26113,1,70,2013-10-03,A037,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A037-26114,NA,40,2013-10-03,A037,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A037-26115,NA,50,2013-10-03,A037,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A037-26116,NA,40,2013-10-03,A037,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A037-26117,NA,70,2013-10-03,A037,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A037-26118,NA,110,2013-10-03,A037,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A037-26119,NA,120,2013-10-03,A037,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A037-26120,NA,50,2013-10-03,A037,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A037-26121,NA,60,2013-10-03,A037,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A038-26122,16,700,2013-10-03,A038,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A038-26123,NA,50,2013-10-03,A038,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A038-26124,25,1000,2013-10-03,A038,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A038-26125,26,900,2013-10-03,A038,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A038-26126,1,160,2013-10-03,A038,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A038-26127,1,110,2013-10-03,A038,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A038-26128,2,110,2013-10-03,A038,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A038-26129,2,110,2013-10-03,A038,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A038-26130,21,950,2013-10-03,A038,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A038-26131,24,1000,2013-10-03,A038,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A038-26132,1,90,2013-10-03,A038,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A038-26133,1,85,2013-10-03,A038,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A038-26134,1,90,2013-10-03,A038,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A038-26135,2,100,2013-10-03,A038,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A038-26136,1,80,2013-10-03,A038,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A038-26137,27,950,2013-10-03,A038,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A038-26138,NA,40,2013-10-03,A038,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A038-26139,18,800,2013-10-03,A038,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A038-26140,2,115,2013-10-03,A038,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A038-26141,3,180,2013-10-03,A038,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A038-26142,2,140,2013-10-03,A038,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A038-26143,2,140,2013-10-03,A038,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A038-26144,31,950,2013-10-03,A038,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A038-26145,29,1000,2013-10-03,A038,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A038-26146,4,150,2013-10-03,A038,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A038-26147,4,190,2013-10-03,A038,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A038-26148,2,120,2013-10-03,A038,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A038-26149,2,150,2013-10-03,A038,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A038-26150,1,90,2013-10-03,A038,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A038-26151,1,45,2013-10-03,A038,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A038-26152,1,50,2013-10-03,A038,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A038-26153,11,450,2013-10-03,A038,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A038-26154,12,350,2013-10-03,A038,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A038-26155,2,80,2013-10-03,A038,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A038-26156,3,100,2013-10-03,A038,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A038-26157,18,700,2013-10-03,A038,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A038-26158,2,120,2013-10-03,A038,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A038-26159,18,750,2013-10-03,A038,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A038-26160,1,100,2013-10-03,A038,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A038-26161,2,135,2013-10-03,A038,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A038-26162,2,120,2013-10-03,A038,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A038-26163,18,650,2013-10-03,A038,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A038-26164,22,700,2013-10-03,A038,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A038-26165,3,150,2013-10-03,A038,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A038-26166,NA,120,2013-10-03,A038,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A038-26167,NA,70,2013-10-03,A038,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A038-26168,NA,30,2013-10-03,A038,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A038-26169,NA,40,2013-10-03,A038,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A038-26170,NA,90,2013-10-03,A038,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A038-26171,NA,40,2013-10-03,A038,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A038-26172,NA,120,2013-10-03,A038,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A038-26173,NA,40,2013-10-03,A038,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A038-26174,NA,60,2013-10-03,A038,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A038-26175,NA,90,2013-10-03,A038,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A038-26176,NA,140,2013-10-03,A038,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A039-26177,16,450,2013-10-03,A039,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A039-26178,NA,20,2013-10-03,A039,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A039-26179,14,550,2013-10-03,A039,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A039-26180,13,450,2013-10-03,A039,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A039-26181,10,300,2013-10-03,A039,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A039-26182,13,450,2013-10-03,A039,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A039-26183,21,550,2013-10-03,A039,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A039-26184,23,700,2013-10-03,A039,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A039-26185,22,750,2013-10-03,A039,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A039-26186,5,200,2013-10-03,A039,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A039-26187,1,95,2013-10-03,A039,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A039-26188,19,800,2013-10-03,A039,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A039-26189,1,75,2013-10-03,A039,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A039-26190,2,85,2013-10-03,A039,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A039-26191,28,950,2013-10-03,A039,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A039-26192,25,850,2013-10-03,A039,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A039-26193,NA,90,2013-10-03,A039,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A039-26194,NA,60,2013-10-03,A039,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A039-26195,NA,50,2013-10-03,A039,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A039-26196,NA,80,2013-10-03,A039,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A039-26197,NA,50,2013-10-03,A039,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A039-26198,NA,80,2013-10-03,A039,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A039-26199,NA,70,2013-10-03,A039,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A039-26200,NA,50,2013-10-03,A039,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A039-26201,NA,90,2013-10-03,A039,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A039-26202,18,700,2013-10-03,A039,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A039-26203,2,140,2013-10-03,A039,SJ,Quercus pyrenaica Willd.,Qpyr
urn:catalog:OBSNEV:MIGRAME:MIG-A039-26204,NA,40,2013-10-03,A039,SJ,Quercus pyrenaica Willd.,Qpyr
