"","PROVINCIA","ESTADILLO","NUMORDEN","TIPO","DIAMCOPA1","DIAMCOPA2","CORTEZA1","CORTEZA2","CRECIMI1","CRECIMI2","DIAMETR4","DIAMFF","ALTURFF","ALTUPV"
"1805",18,1127,4,"4","4.7","4.3","13","16",NA,NA,NA,NA,NA,NA
"1806",18,1130,1,"1","8.8","7.2","27","21",NA,NA,"18",NA,NA,NA
"1807",18,1132,1,"1","2.2","2.2","11","16","18","18",NA,"8","1.7","1.5"
"1808",18,1132,2,"2","2.8","2.7","10","10","23","23",NA,"8","2.6","1.6"
"1809",18,1132,3,"3","2.3","2.4","11","12","13","13",NA,"8","3.0","1.4"
"1810",18,1132,4,"4","2.6","2.9","14","11","21","17",NA,"8","3.5","1.6"
"1811",18,1134,1,"1","10.0","8.9","32","29","4","5",NA,NA,NA,NA
"1812",18,1134,2,"2","3.7","4.5","15","16","9","8","9",NA,NA,NA
"1813",18,1134,3,"3","4.6","4.6","18","15","20","18","9",NA,NA,NA
"1814",18,1134,4,"4","7.6","7.2","46","50","8","7","32",NA,NA,NA
"1815",18,1135,1,"1","3.3","2.9","13","17","12","12","8",NA,NA,NA
"1816",18,1135,2,"2","2.2","2.4","12","13","15","15",NA,"8","3.6","0.1"
"1817",18,1135,3,"3","2.4","2.7","15","12","10","10",NA,"8","2.5","0.1"
"1818",18,1135,4,"4","1.6","1.9","7","8","1","1",NA,"8","1.5","1.6"
"1819",18,1138,1,"1","5.7","5.6","14","14","13","11","13",NA,NA,NA
"1820",18,1138,2,"2","3.9","4.1","12","13","10","10","13",NA,NA,NA
"1821",18,1138,3,"3","2.8","2.5","6","5","7","7","10",NA,NA,NA
"1822",18,1138,4,"4","3.4","4.0","11","11","9","11","10",NA,NA,NA
"1823",18,1139,1,"1","3.0","4.1","14","17","13","13","10",NA,NA,NA
"1824",18,1139,2,"2","2.4","2.4","13","10","9","9",NA,"8","3.6","1.8"
"1825",18,1139,3,"3","3.6","3.2","6","6","19","17",NA,"8","3.8","1.7"
"1826",18,1139,4,"4","2.9","3.2","10","10","12","12",NA,"8","3.6","2.2"
"1827",18,1140,1,"1","2.2","2.5","8","11","15","15",NA,"8","3.1","1.5"
"1828",18,1140,2,"2","3.1","3.1","8","7","22","22",NA,"8","3.5","1.7"
"1829",18,1140,3,"3","2.5","2.5","6","7","18","18",NA,"8","1.5","1.6"
"1830",18,1140,4,"4","2.0","1.6","7","10","14","14",NA,"8","2.2","1.3"
"1831",18,1141,1,"1","5.6","4.1","10","13",NA,NA,NA,"22","2.3",NA
"1832",18,1141,2,"2","6.3","4.2","11","7",NA,NA,NA,"25","1.6",NA
"1833",18,1143,1,"1","4.0","3.5","11","12",NA,NA,NA,NA,NA,NA
"1834",18,1144,1,"1","6.0","8.3","15","10",NA,NA,NA,"28","2.0",NA
"1835",18,1144,2,"2","5.7","6.2","15","11",NA,NA,NA,"22","2.0",NA
"1836",18,1144,3,"3","5.2","4.2","12","12",NA,NA,NA,"15","1.5",NA
"1837",18,1144,4,"4","6.2","6.2","16","16",NA,NA,NA,"27","1.4",NA
"1838",18,1145,1,"1","3.1","3.3","11","7",NA,NA,NA,NA,NA,NA
"1839",18,1145,2,"2","1.7","1.8","5","6",NA,NA,NA,NA,NA,NA
"1840",18,1145,3,"3","2.6","2.5","8","8",NA,NA,NA,NA,NA,NA
"1841",18,1145,4,"4","2.7","2.1","10","11",NA,NA,NA,NA,NA,NA
"1842",18,1148,1,"1","3.1","3.9","8","7",NA,NA,NA,NA,NA,NA
"1843",18,1148,2,"2","3.4","3.3","9","8",NA,NA,NA,NA,NA,NA
"1844",18,1148,3,"3","3.5","2.8","12","11",NA,NA,NA,"14","1.9",NA
"1845",18,1148,4,"4","3.1","5.3","7","5",NA,NA,NA,"16","1.9",NA
"1846",18,1151,1,"1","7.7","7.2","18","14",NA,NA,NA,"29","2.2",NA
"1847",18,1151,2,"2","6.5","4.2","8","4",NA,NA,NA,"27","1.5",NA
"1848",18,1151,3,"3","4.4","5.0","16","7",NA,NA,NA,"22","2.3",NA
"1849",18,1151,4,"4","3.0","2.9","5","6",NA,NA,NA,NA,NA,NA
"1850",18,1152,1,"1","4.4","4.6","9","15",NA,NA,NA,"19","2.0",NA
"1851",18,1152,2,"2","4.7","6.0","14","19",NA,NA,NA,"25","2.6",NA
"1852",18,1153,1,"1","2.9","3.2","11","8",NA,NA,NA,NA,NA,NA
"1853",18,1154,1,"1","7.0","6.6","13","8",NA,NA,NA,"23","2.9",NA
"1854",18,1154,2,"2","6.9","5.6","5","18","18","15",NA,"23","2.3",NA
"1855",18,1154,3,"3","8.1","5.9","10","11",NA,NA,NA,"23","1.7",NA
"1856",18,1154,4,"4","11.2","7.6","19","17",NA,NA,NA,"36","2.1",NA
"1857",18,1155,1,"1","2.9","3.4","11","8",NA,NA,NA,NA,NA,NA
"1858",18,1155,2,"2","5.0","4.3","10","10",NA,NA,NA,"20","2.1",NA
"1859",18,1155,3,"3","4.2","4.0","8","15",NA,NA,NA,"16","1.4",NA
"1860",18,1155,4,"4","3.2","4.3","7","7",NA,NA,NA,"17","1.4",NA
"1861",18,1156,1,"1","3.9","3.5","13","13",NA,NA,NA,"16","2.0",NA
"1862",18,1156,2,"2","3.8","2.0","14","14","4","4",NA,"15","2.0",NA
"1863",18,1156,3,"3","3.2","4.2","16","15","4","4",NA,NA,NA,NA
"1864",18,1156,4,"4","3.3","3.4","15","9",NA,NA,NA,NA,NA,NA
"1865",18,1158,1,"1","3.0","2.9","18","11","8","7","9",NA,NA,NA
"1866",18,1158,2,"2","3.3","3.6","18","17","14","11","10",NA,NA,NA
"1867",18,1158,3,"3","3.0","3.4","10","7","12","13",NA,"8","2.7","2.5"
"1868",18,1158,4,"4","4.1","4.2","17","14","12","14","14",NA,NA,NA
"1869",18,1161,1,"1","6.1","4.5","30","24","18","13","19",NA,NA,NA
"1870",18,1161,2,"2","6.5","5.6","37","44","21","17","13",NA,NA,NA
"1871",18,1161,3,"3","7.1","7.9","28","28","10","12","18",NA,NA,NA
"1872",18,1161,4,"4","5.7","5.1","37","28","14","16","15",NA,NA,NA
"1873",18,1171,1,"1","2.8","2.8","7","8",NA,NA,NA,NA,NA,NA
"1874",18,1173,1,"1","3.6","3.3","14","15","4","5","12",NA,NA,NA
"1875",18,1173,2,"2","3.4","4.3","21","23","6","5","19",NA,NA,NA
"1876",18,1173,3,"3","3.9","3.5","17","15","7","9","17",NA,NA,NA
"1877",18,1173,4,"4","4.6","6.0","27","24","5","6","22",NA,NA,NA
"1878",18,1177,1,"1","3.2","3.0","8","5","10","10",NA,"8","2.7","1.8"
"1879",18,1177,2,"2","3.4","3.5","19","18","14","14",NA,"8","3.8","2.0"
"1880",18,1177,3,"3","4.7","4.8","20","20","13","10","13",NA,NA,NA
"1881",18,1177,4,"4","4.0","4.1","16","20","8","6",NA,"8","3.3","2.3"
"1882",18,1180,1,"1","5.8","6.3","12","13","10","12","16",NA,NA,NA
"1883",18,1180,2,"2","5.2","4.5","22","25","9","11","18",NA,NA,NA
"1884",18,1180,3,"3","6.6","5.4","35","34","14","15","24",NA,NA,NA
"1885",18,1180,4,"4","6.9","6.5","28","25","18","20","26",NA,NA,NA
"1886",18,1181,1,"1","3.4","3.0","10","11","7","7",NA,"8","3.1","2.1"
"1887",18,1181,2,"2","6.4","5.3","21","20","9","9","12",NA,NA,NA
"1888",18,1181,3,"3","3.8","3.4","15","15","10","10",NA,"8","3.3","1.7"
"1889",18,1181,4,"4","4.3","3.1","11","5","8","8",NA,"8","2.6","1.9"
"1890",18,1182,1,"1","3.5","3.7","7","10","7","7",NA,"8","2.4","1.4"
"1891",18,1182,2,"2","4.3","3.9","14","12","10","10",NA,"8","3.9","1.4"
"1892",18,1182,3,"3","3.8","4.0","10","14","11","11",NA,"8","2.4","1.3"
"1893",18,1182,4,"4","2.4","2.8","20","24","10","10",NA,"8","2.5","1.5"
"1894",18,1184,1,"1","4.9","6.3","25","24","8","6","16",NA,NA,NA
"1895",18,1184,2,"2","5.4","7.2","29","27","7","8","18",NA,NA,NA
"1896",18,1184,3,"3","6.9","5.0","29","27","7","9","12",NA,NA,NA
"1897",18,1184,4,"4","7.0","5.6","26","30","8","10","15",NA,NA,NA
"1898",18,1187,1,"1","11.6","9.4","49","40","5","6","35",NA,NA,NA
"1899",18,1187,2,"2","7.1","6.4","38","44","5","5","21",NA,NA,NA
"1900",18,1187,3,"3","9.3","8.7","55","60","5","6","39",NA,NA,NA
"1901",18,1187,4,"4","4.7","6.9","55","55","7","6","26",NA,NA,NA
"1902",18,1188,1,"1","3.9","3.5","8","8","11","11","11",NA,NA,NA
"1903",18,1188,2,"2","2.7","2.6","11","12","9","9","9",NA,NA,NA
"1904",18,1188,3,"3","3.9","4.2","9","8","14","14","13",NA,NA,NA
"1905",18,1188,4,"4","5.9","5.6","17","19","15","13","12",NA,NA,NA
"1906",18,1189,1,"1","3.2","3.7","12","15","6","6",NA,"8","2.3","1.9"
"1907",18,1189,2,"2","3.7","3.9","19","19","7","7",NA,"8","2.4","1.5"
"1908",18,1189,3,"3","3.7","4.1","17","15","6","6",NA,"8","2.5","2.2"
"1909",18,1189,4,"4","3.7","3.7","15","16","5","5",NA,"8","2.1","0.8"
"1910",18,1196,1,"1","2.9","3.5","11","14","9","9",NA,"8","2.1","0.1"
"1911",18,1196,2,"2","4.1","3.4","9","15","7","7",NA,"8","2.1","0.1"
"1912",18,1196,3,"3","5.0","4.7","15","10","12","12",NA,"8","2.0","0.1"
"1913",18,1196,4,"4","2.0","1.9","7","9","7","7",NA,"8","1.4","0.2"
"1914",18,1197,1,"1","2.0","2.5","14","13","1","1",NA,"8","1.4","0.9"
"1915",18,1197,2,"2","5.3","5.1","19","21","6","3",NA,"8","3.5","1.1"
"1916",18,1197,3,"3","3.5","2.7","11","10","7","7",NA,NA,NA,NA
"1917",18,1200,1,"1","3.1","3.5","12","19","7","7",NA,"8","3.2","2.0"
"1918",18,1200,2,"2","4.5","4.2","13","20","9","7",NA,"8","3.8","2.4"
"1919",18,1200,3,"3","4.4","4.2","14","14","11","7",NA,"8","3.5","2.2"
"1920",18,1200,4,"4","3.6","3.7","14","15","10","10",NA,"8","3.5","2.1"
"1921",18,1201,1,"1","5.2","4.9","19","17","7","11","14",NA,NA,NA
"1922",18,1201,2,"2","4.7","4.4","13","15","6","13","10",NA,NA,NA
"1923",18,1201,3,"3","4.9","3.4","21","30","9","10","17",NA,NA,NA
"1924",18,1201,4,"4","3.7","3.3","17","18","7","7","17",NA,NA,NA
"1925",18,1203,1,"1","3.8","7.2","14","13",NA,NA,NA,NA,NA,NA
"1926",18,1203,2,"2","4.0","3.0","14","10",NA,NA,NA,"20","2.4",NA
"1927",18,1203,3,"3","5.7","2.4","8","7",NA,NA,NA,NA,NA,NA
"1928",18,1203,4,"4","4.5","4.1","12","9",NA,NA,NA,"19","1.6",NA
"1929",18,1204,1,"1","5.0","4.5","17","15","7","7",NA,"8","2.6","0.9"
"1930",18,1204,2,"2","4.0","2.2","18","19","6","6",NA,"8","2.6","1.4"
"1931",18,1204,3,"3","5.9","4.0","23","24","8","5","9",NA,NA,NA
"1932",18,1204,4,"4","4.8","4.2","20","19","5","5",NA,"8","3.8","2.0"
"1933",18,1206,1,"1","3.2","3.0","11","9","7","7",NA,"8","1.4","0.4"
"1934",18,1206,2,"2","5.2","4.7","10","11","6","6",NA,"8","2.5","0.1"
"1935",18,1208,1,"1","2.4","2.3","3","4",NA,NA,NA,NA,NA,NA
"1936",18,1208,2,"2","2.2","3.8","2","2",NA,NA,NA,NA,NA,NA
"1937",18,1208,3,"3","2.6","3.0","2","2",NA,NA,NA,NA,NA,NA
"1938",18,1211,1,"1","4.0","3.8","23","23","9","11",NA,"8","3.2","1.8"
"1939",18,1211,2,"2","4.2","5.9","29","25","10","12","18",NA,NA,NA
"1940",18,1211,3,"3","5.5","5.7","30","32","10","8","16",NA,NA,NA
"1941",18,1211,4,"4","2.8","3.2","18","18","5","5",NA,"8","2.1","1.8"
"1942",18,1213,1,"1","10.2","10.4","10","13",NA,NA,NA,"56","1.5",NA
"1943",18,1213,2,"2","10.8","11.0","24","20",NA,NA,NA,"58","1.4",NA
"1944",18,1213,3,"3","8.3","8.9","21","15",NA,NA,NA,"48","1.8",NA
"1945",18,1214,1,"1","3.5","4.0","15","13","13","13",NA,"8","2.5","2.1"
"1946",18,1214,2,"2","3.7","3.7","14","12","12","12","8",NA,NA,NA
"1947",18,1214,3,"3","4.2","4.4","12","16","14","14",NA,"8","3.5","1.7"
"1948",18,1214,4,"4","3.1","3.0","13","11","12","12",NA,"8","2.6","1.9"
"1949",18,1215,1,"1","4.7","3.5","37","36","7","7",NA,"8","3.3","2.3"
"1950",18,1215,2,"2","3.2","3.4","29","26","10","10",NA,"8","1.9","2.1"
"1951",18,1215,3,"3","5.3","5.4","32","33","11","15","15",NA,NA,NA
"1952",18,1216,1,"1","5.8","6.2","21","22","16","15",NA,"8","2.7","0.1"
"1953",18,1216,2,"2","3.2","3.9","24","24","15","15",NA,"8","2.1","1.4"
"1954",18,1216,3,"3","3.3","4.5","15","12","15","15",NA,"8","3.0","1.5"
"1955",18,1216,4,"4","4.3","4.2","21","20","13","14","9",NA,NA,NA
"1956",18,1219,1,"1","4.7","3.8","25","23","12","12","9",NA,NA,NA
"1957",18,1219,2,"2","4.3","4.0","23","24","13","13","9",NA,NA,NA
"1958",18,1219,3,"3","4.4","4.5","10","14","13","13",NA,"8","3.5","0.4"
"1959",18,1219,4,"4","3.2","3.3","9","14","14","14",NA,"8","3.4","0.1"
"1960",18,1220,1,"1","3.0","2.8","8","7","2","2","11",NA,NA,NA
"1961",18,1220,2,"2","3.2","2.0","19","14","5","5","13",NA,NA,NA
"1962",18,1220,3,"3","3.2","1.8","21","16","6","6","10",NA,NA,NA
"1963",18,1220,4,"4","2.4","2.7","6","8","5","5","13",NA,NA,NA
"1964",18,1221,1,"1","4.3","4.5","9","11",NA,NA,NA,NA,NA,NA
"1965",18,1221,2,"2","5.0","5.0","24","22","7","9","19",NA,NA,NA
"1966",18,1221,3,"3","4.3","5.4","16","17","6","5","13",NA,NA,NA
"1967",18,1221,4,"4","3.9","4.6","8","10",NA,NA,NA,NA,NA,NA
"1968",18,1222,1,"1","7.2","8.0","6","6","6","4","17",NA,NA,NA
"1969",18,1222,2,"2","4.8","6.2","6","5","4","3",NA,NA,NA,NA
"1970",18,1222,3,"3","2.8","3.2","5","4",NA,NA,NA,NA,NA,NA
"1971",18,1222,4,"4","5.1","6.0","12","10","6","6","12",NA,NA,NA
"1972",18,1223,1,"1","6.8","6.1","25","28","7","12","14",NA,NA,NA
"1973",18,1223,2,"2","3.2","3.3","13","15","6","6","14",NA,NA,NA
"1974",18,1223,3,"3","3.7","3.8","14","14","5","5","13",NA,NA,NA
"1975",18,1223,4,"4","3.5","4.3","17","17","10","10","8",NA,NA,NA
"1976",18,1224,1,"1","2.3","2.6","24","27","15","18","13",NA,NA,NA
"1977",18,1224,2,"2","7.2","7.4","36","35","12","14","23",NA,NA,NA
"1978",18,1224,3,"3","4.9","4.1","14","11","11","11",NA,"8","3.6","1.5"
"1979",18,1224,4,"4","5.7","5.1","36","28","17","13","16",NA,NA,NA
"1980",18,1225,1,"1","4.4","5.2","6","8",NA,NA,NA,NA,NA,NA
"1981",18,1225,2,"2","4.1","4.2","6","8",NA,NA,NA,NA,NA,NA
"1982",18,1225,3,"3","5.6","4.9","7","9",NA,NA,NA,NA,NA,NA
"1983",18,1225,4,"4","2.3","1.9","10","8",NA,NA,NA,NA,NA,NA
"1984",18,1228,1,"1","2.5","3.3","10","10","12","12",NA,"8","2.3","0.1"
"1985",18,1228,2,"2","4.1","4.6","8","5","17","17",NA,"8","3.9","0.1"
"1986",18,1228,3,"3","1.3","3.8","10","9","7","7",NA,"8","2.5","0.8"
"1987",18,1228,4,"4","3.5","3.7","10","9","12","12",NA,"8","3.4","0.1"
"1988",18,1229,1,"1","3.1","2.4","19","21","10","10","10",NA,NA,NA
"1989",18,1229,2,"2","5.0","5.3","29","31","11","10","20",NA,NA,NA
"1990",18,1229,3,"3","3.3","3.3","20","22","6","6","12",NA,NA,NA
"1991",18,1229,4,"4","2.8","2.8","11","8","8","8","9",NA,NA,NA
"1992",18,1232,1,"1","7.7","7.2","11","15","12","13","23",NA,NA,NA
"1993",18,1232,2,"2","6.1","4.7","14","19","5","3","22",NA,NA,NA
"1994",18,1232,3,"3","7.1","6.1","19","14","9","7",NA,NA,NA,NA
"1995",18,1232,4,"4","5.0","4.6","10","10","6","6",NA,NA,NA,NA
"1996",18,1233,1,"1","9.6","11.1","26","18","8","7","34",NA,NA,NA
"1997",18,1236,1,"1","3.5","3.4","10","15","15","15","12",NA,NA,NA
"1998",18,1236,2,"2","2.9","3.0","12","12","12","12","8",NA,NA,NA
"1999",18,1236,3,"3","3.2","3.2","9","12","12","12",NA,"8","3.0","1.7"
"2000",18,1236,4,"4","3.7","2.1","8","9","9","9","8",NA,NA,NA
"2001",18,1237,1,"1","5.6","3.9","11","13","11","10","20",NA,NA,NA
"2002",18,1237,2,"2","3.7","2.9","14","20","12","12","12",NA,NA,NA
"2003",18,1237,3,"3","4.5","4.2","12","12","6","6","8",NA,NA,NA
"2004",18,1237,4,"4","5.6","5.5","19","15","12","12","15",NA,NA,NA
"2005",18,1238,1,"1","5.6","5.9","13","11","21","25","17",NA,NA,NA
"2006",18,1240,1,"1","3.9","3.1","7","6","31","31",NA,"8","3.4","1.1"
"2007",18,1240,2,"2","3.1","3.2","12","10","30","30",NA,"8","3.1","1.2"
"2008",18,1240,3,"3","2.5","2.3","13","12","26","26",NA,"8","2.8","0.7"
"2009",18,1240,4,"4","2.8","3.0","10","9","28","28",NA,"8","2.8","2.1"
"2010",18,1242,1,"1","8.1","6.2","9","13",NA,NA,"23",NA,NA,NA
"2011",18,1242,2,"2","9.6","7.1","18","19","5","3","21",NA,NA,NA
"2012",18,1242,3,"3","8.6","4.7","15","13","4","5","23",NA,NA,NA
"2013",18,1242,4,"4","7.7","4.2","19","21","7","4",NA,"25","2.5",NA
"2014",18,1244,1,"1","5.2","4.1","27","26","5","5","14",NA,NA,NA
"2015",18,1244,2,"2","3.9","4.8","27","26","3","4","17",NA,NA,NA
"2016",18,1244,3,"3","9.0","8.5","45","41","6","4","26",NA,NA,NA
"2017",18,1244,4,"4","6.5","6.1","21","25","6","6","19",NA,NA,NA
"2018",18,1245,1,"1","7.1","7.6","31","16","8","11","22",NA,NA,NA
"2019",18,1245,2,"2","6.7","7.1","37","35","9","11","17",NA,NA,NA
"2020",18,1247,1,"1","3.9","4.7","4","6",NA,NA,NA,NA,NA,NA
"2021",18,1247,2,"2","4.8","3.8","4","4",NA,NA,NA,NA,NA,NA
"2022",18,1247,3,"3","3.1","3.0","6","5",NA,NA,NA,NA,NA,NA
"2023",18,1247,4,"4","4.2","4.6","8","9",NA,NA,NA,"17","1.5",NA
"2024",18,1249,1,"1","2.8","2.6","22","19","14","14",NA,"8","3.6","1.3"
"2025",18,1249,2,"2","4.7","5.3","23","23","21","20","15",NA,NA,NA
"2026",18,1249,3,"3","3.9","4.2","12","14","18","18","11",NA,NA,NA
"2027",18,1249,4,"4","6.1","5.9","28","29","22","25","21",NA,NA,NA
"2028",18,1252,1,"1","5.5","4.6","15","14","8","5","15",NA,NA,NA
"2029",18,1252,2,"2","4.9","4.7","12","10","6","6","14",NA,NA,NA
"2030",18,1252,3,"3","6.8","7.6","18","14","6","3","22",NA,NA,NA
"2031",18,1252,4,"4","5.1","5.8","22","18","5","4",NA,NA,NA,NA
"2032",18,1253,1,"1","4.6","4.5","13","13","12","13","14",NA,NA,NA
"2033",18,1253,2,"2","3.8","7.1","5","6",NA,NA,"23",NA,NA,NA
"2034",18,1253,3,"3","8.2","5.1","9","8",NA,NA,NA,"23","1.8",NA
"2035",18,1253,4,"4","4.8","5.1","5","8",NA,NA,NA,NA,NA,NA
"2036",18,1254,1,"1","5.8","7.0","16","17","20","24",NA,"8","3.6","0.1"
"2037",18,1260,1,"1","5.4","5.5","11","12","17","18","20",NA,NA,NA
"2038",18,1260,2,"2","7.0","6.4","11","11","15","14","23",NA,NA,NA
"2039",18,1260,3,"3","6.8","7.0","16","17","17","20","18",NA,NA,NA
"2040",18,1260,4,"4","6.1","6.8","10","9","21","25","17",NA,NA,NA
"2041",18,1263,1,"1","6.5","5.9","15","15","8","11",NA,NA,NA,NA
"2042",18,1265,1,"1","7.1","8.0","25","20","26","28","13",NA,NA,NA
"2043",18,1265,2,"2","4.2","4.9","9","10","21","21",NA,"8","2.8","0.5"
"2044",18,1265,3,"3","4.1","4.7","11","12","21","19","15",NA,NA,NA
"2045",18,1265,4,"4","5.7","5.0","15","15","23","19","17",NA,NA,NA
"2046",18,1268,1,"1","4.8","4.6","25","25","11","13","15",NA,NA,NA
"2047",18,1268,2,"2","4.4","5.1","24","27","12","11","12",NA,NA,NA
"2048",18,1268,3,"3","4.8","4.4","29","29","11","12","14",NA,NA,NA
"2049",18,1269,1,"1","6.3","6.9","49","41","3","2","22",NA,NA,NA
"2050",18,1269,2,"2","6.1","7.2","48","43","3","4","27",NA,NA,NA
"2051",18,1269,3,"3","3.2","2.6","24","25","7","7",NA,"8","1.8","0.8"
"2052",18,1269,4,"4","4.7","6.1","49","44","4","4","22",NA,NA,NA
"2053",18,1270,1,"1","7.6","8.4","55","60","3","2","22",NA,NA,NA
"2054",18,1270,2,"2","7.4","6.6","50","50","2","2","38",NA,NA,NA
"2055",18,1270,3,"3","8.1","7.5","49","60","3","4","38",NA,NA,NA
"2056",18,1270,4,"4","6.1","5.2","39","45","3","3","28",NA,NA,NA
"2057",18,1271,1,"1","4.3","4.8","30","30","14","15",NA,"8","3.1","0.3"
"2058",18,1271,2,"2","14.4","12.6","47","46","6","7","49",NA,NA,NA
"2059",18,1271,3,"3","7.6","8.6","39","35","16","16","15",NA,NA,NA
"2060",18,1272,1,"1","5.3","6.2","34","28","3","5","32",NA,NA,NA
"2061",18,1272,2,"2","3.5","3.6","22","24","7","7","8",NA,NA,NA
"2062",18,1272,3,"3","3.4","2.7","28","21","10","7","8",NA,NA,NA
"2063",18,1272,4,"4","9.3","11.1","65","70","5","4","47",NA,NA,NA
"2064",18,1275,1,"1","10.0","10.3","28","33","7","8","44",NA,NA,NA
"2065",18,1279,1,"1","5.3","5.7","21","21","19","25","14",NA,NA,NA
"2066",18,1279,2,"2","5.4","5.1","25","26","32","27","11",NA,NA,NA
"2067",18,1279,3,"3","5.6","6.1","26","30","29","21","22",NA,NA,NA
"2068",18,1279,4,"4","7.3","7.5","35","37","26","31","23",NA,NA,NA
"2069",18,1280,1,"1","3.7","5.1","14","12","8","7","8",NA,NA,NA
"2070",18,1280,2,"2","7.3","6.4","14","18","9","11","13",NA,NA,NA
"2071",18,1280,3,"3","6.0","5.8","24","23","13","11","21",NA,NA,NA
"2072",18,1280,4,"4","5.8","6.1","27","28","14","11","28",NA,NA,NA
"2073",18,1288,1,"1","4.3","4.9","37","45","10","12",NA,"8","1.9","0.1"
"2074",18,1288,2,"2","6.8","5.7","46","46","11","15","13",NA,NA,NA
"2075",18,1288,3,"3","7.8","8.1","33","32","8","9","16",NA,NA,NA
"2076",18,1288,4,"4","4.6","4.1","22","22","7","11",NA,"8","3.0","2.0"
"2077",18,1289,1,"1","3.2","3.1","15","13","16","16",NA,"8","2.6","0.3"
"2078",18,1289,2,"2","4.2","4.4","16","17","15","12","13",NA,NA,NA
"2079",18,1289,3,"3","7.4","5.3","20","18","15","19","13",NA,NA,NA
"2080",18,1289,4,"4","4.0","4.5","15","12","13","10","12",NA,NA,NA
"2081",18,1299,1,"1","2.2","3.6","13","10","20","21",NA,"8","3.1","0.1"
"2082",18,1299,2,"2","3.7","3.0","14","10","17","17",NA,"8","2.7","0.1"
"2083",18,1299,3,"3","3.0","2.5","11","13","15","14",NA,"8","3.4","0.1"
"2084",18,1299,4,"4","3.3","3.6","11","9","14","18",NA,"8","3.0","1.0"
"2085",18,1302,1,"1","2.8","3.0","20","18","6","6",NA,"8","2.5","1.2"
"2086",18,1302,2,"2","5.8","5.8","27","28","5","5","13",NA,NA,NA
"2087",18,1302,3,"3","6.2","4.0","26","27","5","5","13",NA,NA,NA
"2088",18,1302,4,"4","4.3","4.7","25","22","7","7",NA,"8","2.8","1.2"
"2089",18,1303,1,"1","3.7","2.3","17","16","6","6",NA,"8","2.5","0.1"
"2090",18,1303,2,"2","3.9","3.8","15","16","7","7",NA,"8","2.6","2.7"
"2091",18,1303,3,"3","4.1","3.5","15","14","5","5",NA,"8","2.6","1.2"
"2092",18,1303,4,"4","3.5","2.8","16","18","7","7",NA,"8","2.5","1.3"
"2093",18,1304,1,"1","2.2","2.0","8","6",NA,NA,NA,NA,NA,NA
"2094",18,1304,2,"2","2.0","2.1","6","5",NA,NA,NA,NA,NA,NA
"2095",18,1305,1,"1","3.0","3.0","14","14","3","3",NA,"8","3.2","2.1"
"2096",18,1305,2,"2","2.5","3.0","16","15","3","3",NA,"8","3.6","2.6"
"2097",18,1305,3,"3","3.5","3.1","19","20","4","4",NA,"8","3.4","2.2"
"2098",18,1305,4,"4","2.8","3.9","19","17","5","5","9",NA,NA,NA
"2099",18,1306,1,"1","2.6","4.1","22","17","4","4","10",NA,NA,NA
"2100",18,1306,2,"2","3.3","4.5","27","31","3","3","15",NA,NA,NA
"2101",18,1306,3,"3","4.6","4.4","36","35","10","10","14",NA,NA,NA
"2102",18,1306,4,"4","3.4","3.6","23","30","4","4","12",NA,NA,NA
"2103",18,1307,1,"1","2.9","3.1","9","11","3","3",NA,"8","2.5","2.0"
"2104",18,1307,2,"2","2.2","2.3","4","7",NA,NA,NA,NA,NA,NA
"2105",18,1307,3,"3","2.8","1.7","5","4",NA,NA,NA,NA,NA,NA
"2106",18,1307,4,"4","2.7","1.8","5","4",NA,NA,NA,NA,NA,NA
"2107",18,1309,1,"1","3.5","3.0","22","22","6","6","8",NA,NA,NA
"2108",18,1309,2,"2","3.7","3.0","22","24","4","4",NA,"8","3.0","1.1"
"2109",18,1309,3,"3","5.0","5.1","29","32","3","5","11",NA,NA,NA
"2110",18,1309,4,"4","3.4","3.3","25","18","5","5",NA,"8","3.7","2.0"
"2111",18,1310,1,"1","3.3","3.4","7","6",NA,NA,NA,NA,NA,NA
"2112",18,1310,2,"2","2.9","3.2","10","15","12","12",NA,"8","2.3","0.1"
"2113",18,1310,3,"3","2.4","3.5","5","9",NA,NA,NA,NA,NA,NA
"2114",18,1310,4,"4","2.7","3.2","17","17","12","12",NA,"8","2.6","1.6"
"2115",18,1313,1,"1","5.5","5.6","35","35","10","11","16",NA,NA,NA
"2116",18,1313,2,"2","4.7","4.0","27","23","5","7","18",NA,NA,NA
"2117",18,1313,3,"3","6.7","6.5","35","35","15","12","25",NA,NA,NA
"2118",18,1313,4,"4","6.9","5.8","28","27","4","5","18",NA,NA,NA
"2119",18,1314,1,"1","6.1","6.1","10","16","13","13","9",NA,NA,NA
"2120",18,1314,2,"2","7.3","6.6","10","9","11","12","12",NA,NA,NA
"2121",18,1315,1,"1","4.2","4.5","22","26","3","3","11",NA,NA,NA
"2122",18,1315,2,"2","4.1","4.2","36","35","3","3","13",NA,NA,NA
"2123",18,1315,3,"3","3.0","3.2","25","23","3","3","12",NA,NA,NA
"2124",18,1315,4,"4","6.2","4.8","26","32","5","5","15",NA,NA,NA
"2125",18,1316,1,"1","5.6","3.9","28","35","4","4","14",NA,NA,NA
"2126",18,1316,2,"2","6.9","6.1","29","30","3","7","13",NA,NA,NA
"2127",18,1316,3,"3","6.8","5.9","36","38","5","4","16",NA,NA,NA
