"","PROVINCIA","ESTADILLO","ESTRATO","FECHGR","CODGR","NUMPMA","NUMTIP","NUMPME","NUMMAT","VERIFICA","FECHAVE","CODVE","HOJA","VUELO","FOTO","COORDEX","COORDEY","ANO","MUNICI","PROPIED1","PROPIED2","AREAPRO1","AREAPRO2","ALTITUD1","ALTITUD2","PENDIEN1","PENDIEN2","USO1","USO2","FRACCION1","FRACCION2","ESPECIA11","ESPECIA12","OCUPA11","OCUPA12","ESTADA11","ESTADA12","ESPECIA21","ESPECIA22","OCUPA21","OCUPA22","ESTADA21","ESTADA22","ESPECIA31","ESPECIA32","OCUPA31","OCUPA32","ESTADA31","ESTADA32","ESPECIB1","MASAB1","ORIGEB1","EDADB1","ESPECIB2","MASAB2","ORIGEB2","EDADB2","ESPECIB3","MASAB3","ORIGEB3","EDADB3","ESPECIE1","ESPECIE2","ESPECIE3","ESPECIE4","ESPECIE5","ESPECIE6","ESPECIE7","CLASUELO","ESPESOR","CLACOBER","CUBIERTA","MEROSIVA1","MEROSIVA2","MEROSIVA3","MEROSIVA4","DISESPAC","COMPESPE","PREPSUEL1","PREPSUEL2","TRAVUELO1","TRAVUELO2","CORTAS","DANOS1","DANOS2","DANOS3","ORIENTA1","ORIENTA2","MAXPEND1","MAXPEND2"
"311",18,396,NA,951228,0,3,3,0,2,"S",960108,0,"0971","1","0971L02","487","4156","95","152","0","0","0","0","10","10","0","4","0","1","00","30","00","24","0","0","0","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24","3","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"24",NA,NA,NA,NA,NA,NA,"3","01","W","17",NA,NA,NA,"1","3","1",NA,"0",NA,"4","0",NA,NA,"01","76",NA,"4.25",NA
"312",18,397,NA,951228,0,0,0,0,0,"S",960108,0,"0971","1","0971M02","487","4155","95","152","0",NA,"0",NA,"09","09","0",NA,"0","3","00",NA,"00",NA,"0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313",18,398,NA,951228,0,0,0,0,0,"S",960108,0,"0971","1","0971M02","487","4154","95","152","6",NA,"0",NA,"09","09","1",NA,"9","3","20",NA,"24",NA,"5",NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314",18,399,NA,951228,0,2,2,1,4,"S",960108,0,"0971","1","0971M02","488","4154","95","187","6","6","0","0","11","11","3","5","9","1","20","30","24","24","5","8","4","4",NA,"45",NA,"1",NA,"3",NA,NA,NA,NA,NA,NA,"24","3","1",NA,"45","3","6",NA,NA,NA,NA,NA,"24","45","37","38",NA,NA,NA,"2","02","W","18",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"M317","63",NA,"9.50",NA
"315",18,400,NA,951228,0,4,4,0,1,"S",960108,0,"0971","1","0971M01","485","4153","95","152","6","6","0","0","09","09","2","5","9","1","20","30","24","24","5","9","4","4",NA,"38",NA,"1",NA,"1",NA,NA,NA,NA,NA,NA,"24","3","1",NA,"38","3","6",NA,NA,NA,NA,NA,"24","38",NA,NA,NA,NA,NA,"3","02","W","14",NA,NA,NA,"1","1","2",NA,"0",NA,"4","0",NA,NA,"01","191",NA,"12.50",NA
"316",18,401,NA,951228,0,0,0,0,0,"S",960108,0,"0971","1","0971M02","488","4153","95","187","6",NA,"0",NA,"09","09","2",NA,"9","3","20",NA,"24",NA,"5",NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317",18,402,NA,951228,0,2,2,0,1,"S",960108,0,"0971","1","0971M03","489","4153","95","187","6","6","0","0","09","09","2","5","9","1","20","30","24","24","5","8","4","4",NA,"38",NA,"2",NA,"2",NA,NA,NA,NA,NA,NA,"24","3","1",NA,"38","3","6",NA,NA,NA,NA,NA,"24","38",NA,NA,NA,NA,NA,"2","02","W","18",NA,NA,NA,"1","1","2",NA,"0",NA,"4","0",NA,NA,"01","187",NA,"7.75",NA
"318",18,403,NA,951228,0,0,0,0,0,"S",960108,0,"0971","1","0971M03","490","4153","95","187","6",NA,"0",NA,"09","09","2",NA,"9","3","20",NA,"24",NA,"5",NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319",18,404,NA,951228,0,1,1,0,1,"S",960108,0,"0971","1","0971M02","486","4152","95","152","6","6","0","0","09","09","1","4","9","1","20","20","24","24","5","0","4","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24","3","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"24",NA,NA,NA,NA,NA,NA,"3","02","W","18",NA,NA,NA,"4","1","1",NA,"0",NA,"4","0",NA,NA,"01","116",NA,"6.00",NA
"320",18,405,NA,951228,0,1,1,2,2,"S",960108,0,"0971","1","0971M02","487","4152","95","187","6","6","0","0","08","08","2","5","9","1","20","15","24","24","5","8","4","4",NA,"53",NA,"2",NA,"2",NA,NA,NA,NA,NA,NA,"24","3","1",NA,"53","3","6",NA,NA,NA,NA,NA,"24","53","38",NA,NA,NA,NA,"1","02","W","01",NA,NA,NA,"4","1","2",NA,"0",NA,"0","0",NA,NA,"01","205",NA,"8.25",NA
"321",18,406,NA,951228,0,0,0,1,3,"S",960108,0,"0971","1","0971M01","485","4151","95","152","6","6","0","0","10","10","2","4","9","1","20","20","24","45","0","9","4","3",NA,"37",NA,"1",NA,"1",NA,NA,NA,NA,NA,NA,"45","3","6",NA,"37","3","6",NA,NA,NA,NA,NA,"24","37",NA,NA,NA,NA,NA,"2","02","W","15",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"P308","272",NA,"5.50",NA
"322",18,407,NA,951228,0,0,0,0,2,"S",960108,0,"0971","1","0971M02","487","4151","95","187","6","6","0","0","08","08","2","5","9","1","20","15","24","24","5","0","4","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24","3","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"24",NA,NA,NA,NA,NA,NA,"3","02","W","03",NA,NA,NA,"4","1","1",NA,"9",NA,"0","0",NA,NA,"01","322",NA,"7.75",NA
"323",18,408,NA,951228,0,0,0,0,0,"S",960108,0,"0971","1","0971M02","488","4151","95","187","6",NA,"0",NA,"08","08","1",NA,"9","3","20",NA,"24",NA,"5",NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324",18,409,NA,951228,0,0,0,0,0,"S",960108,0,"0971","1","0971M09","503","4151","95","089","2","2","0","0","07","07","2","2","9","3","20",NA,"24",NA,"0",NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325",18,410,NA,951228,0,9,4,1,7,"S",960108,0,"0971","1","0971M10","504","4151","93","089","6","6","0","0","08","08","1","5","9","1","20","45","24","24","0","0","4","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24","3","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"24","37",NA,NA,NA,NA,NA,"1","01","W","15",NA,NA,NA,"4","1","1",NA,"0",NA,"0","4",NA,"P417","P317","14","310","16.00","3.00"
"326",18,412,NA,951228,0,0,0,0,0,"S",960108,0,"0971","1","0971M12","508","4151","95","078","0","0","0","0","09","09","0",NA,"0","3","00",NA,"00",NA,"0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327",18,413,NA,951228,0,0,0,0,0,"S",960108,0,"0972","1","0972J02","516","4169","95","053","6","6","0","0","09","09","1","1","9","3","80",NA,"24",NA,"0",NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328",18,414,NA,951228,0,0,0,0,0,"S",960108,0,"0972","1","0972J02","517","4169","95","053","6","6","0","0","08","08","2","2","9","3","80",NA,"24",NA,"0",NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329",18,415,NA,951228,0,0,0,0,0,"S",960108,0,"0972","1","0972J02","515","4168","95","053","6","6","0","0","08","08","4","4","9","3","80",NA,"24",NA,"0",NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330",18,416,NA,951228,0,2,2,2,3,"S",960108,0,"0972","1","0972J02","516","4168","95","053","6","6","0","0","08","08","2","5","9","1","80","40","24","24","0","9","4","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24","3","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"24","37",NA,NA,NA,NA,NA,"2","01","W","14",NA,NA,NA,"1","1","1",NA,"1",NA,"4","4",NA,NA,"01","358",NA,"8.00",NA
"331",18,417,NA,951228,0,0,0,0,0,"S",960108,0,"0972","1","0972J04","520","4168","95","053","0","0","0","0","06","06","0",NA,"0","3","00",NA,"00",NA,"0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332",18,418,NA,951228,0,4,4,2,3,"S",960108,0,"0972","1","0972J02","515","4167","95","053","6","6","0","0","09","09","1","4","9","1","80","40","24","24","0","9","4","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24","3","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"24","37",NA,NA,NA,NA,NA,"1","01","W","16",NA,NA,NA,"1","1","2",NA,"0",NA,"0","0",NA,NA,"01","185",NA,"6.75",NA
"333",18,419,NA,951228,0,0,0,0,0,"S",960108,0,"0972","1","0972J04","520","4167","95","053","0","0","0","0","06","06","0",NA,"0","3","00",NA,"00",NA,"0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334",18,420,NA,951228,0,0,0,0,0,"S",960108,0,"0972","1","0972J02","516","4166","95","053","6","6","0","0","08","08","1","1","1","3","80",NA,"24",NA,"0",NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335",18,421,NA,951228,0,0,0,0,0,"S",960108,0,"0972","1","0972J04","520","4166","95","053","0","0","0","0","06","06","0",NA,"0","3","00",NA,"00",NA,"0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336",18,422,NA,951228,0,0,0,0,0,"S",960108,0,"0972","1","0972J01","513","4165","95","194","0","0","0","0","08","08","0",NA,"0","3","00",NA,"00",NA,"0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337",18,423,NA,951228,0,1,1,2,4,"S",960108,0,"0972","1","0972J02","515","4165","95","194","0","0","0","0","07","07","0","5","0","1","00","45","00","24","0","8","0","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24","3","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"24","37",NA,NA,NA,NA,NA,"2","01","W","14",NA,NA,NA,"6","1","2",NA,"1",NA,"0","4",NA,NA,"P302","105",NA,"21.00",NA
"338",18,424,NA,951228,0,0,0,0,0,"S",960108,0,"0972","1","0972K01","513","4164","95","194","0","0","0","0","07","07","0",NA,"0","3","00",NA,"00",NA,"0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339",18,425,NA,951228,0,0,0,0,0,"S",960108,0,"0972","1","0972K02","517","4162","95","023","0","0","0","0","06","06","0",NA,"0","3","00",NA,"00",NA,"0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340",18,426,NA,951228,0,0,0,0,0,"S",960108,0,"0972","1","0972K03","518","4162","95","029","6","6","0","0","06","06","2","2","9","3","60",NA,"58",NA,"0",NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341",18,427,NA,951228,0,0,0,0,0,"S",960108,0,"0972","1","0972K03","519","4162","95","029","6","6","0","0","06","06","1","1","9","3","60",NA,"58",NA,"0",NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342",18,428,NA,951228,0,0,0,0,3,"S",960108,0,"0972","1","0972K03","518","4161","95","023","6","6","0","0","07","07","2","5","9","1","00","10","24","24","0","0","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24","1","2","05",NA,NA,NA,NA,NA,NA,NA,NA,"24",NA,NA,NA,NA,NA,NA,"1","01","W","12",NA,NA,NA,"6","1","1",NA,"1",NA,"0","0",NA,NA,"P402","327",NA,"15.50",NA
"343",18,430,NA,951228,0,0,0,1,2,"S",960108,0,"0972","1","0972L12","540","4158","95","056","6","6","0","0","09","09","1","4","8","1","20","30","24","24","0","0","4","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24","3","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"24","45","37",NA,NA,NA,NA,"1","01","W","20",NA,NA,NA,"1","1","1",NA,"3",NA,"4","1",NA,NA,"01","240",NA,"5.25",NA
"344",18,431,NA,951228,0,9,4,1,3,"S",960108,0,"0972","1","0972L12","542","4158","95","056","6","6","0","0","10","10","9","5","2","1","20","50","24","24","0","0","4","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24","3","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"24","37",NA,NA,NA,NA,NA,"2","01","W","18",NA,NA,NA,"4","1","1",NA,"0",NA,"4","0",NA,NA,"01","385",NA,"7.50",NA
"345",18,432,NA,951228,0,5,4,0,4,"S",960108,0,"0972","1","0972L12","540","4157","95","056","0","0","0","0","10","10","0","4","0","1","00","40",NA,"24",NA,"0",NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24","3","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"24","45","37",NA,NA,NA,NA,"2","01","W","20",NA,NA,NA,"4","1","1",NA,"0",NA,"0","0",NA,NA,"01","255",NA,"6.00",NA
"346",18,433,NA,951228,0,0,0,0,0,"S",960108,0,"0972","1","0972M12","540","4155","95","056","6",NA,"0",NA,"10",NA,"1",NA,"3",NA,"80",NA,"24",NA,"0",NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347",18,434,NA,951228,0,0,0,0,0,"S",960108,0,"0972","1","0972M11","539","4154","95","056","6",NA,"0",NA,"11","11","1",NA,"9","3","80",NA,"24",NA,"0",NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348",18,436,NA,951228,0,0,0,0,0,"S",960108,0,"0972","1","0972M11","538","4153","95","056","6",NA,"0",NA,"10",NA,"1",NA,"3",NA,"80",NA,"24",NA,"0",NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349",18,437,NA,951228,0,6,4,3,4,"S",960108,0,"0972","1","0972M12","539","4153","95","056","6","6","0","0","12","12","2","5","9","1","80","60","24","24","0","9","4","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24","3","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"24","45","37",NA,NA,NA,NA,"3","01","W","20",NA,NA,NA,"1","1","1",NA,"0",NA,"0","0",NA,NA,"01","40",NA,"8.00",NA
"350",18,438,NA,951228,0,5,4,2,4,"S",960108,0,"0972","1","0972M12","540","4153","95","056","6","6","0","0","12","12","2","5","9","1","80","50","24","24","0","8","4","4",NA,"37",NA,"2",NA,"4",NA,NA,NA,NA,NA,NA,"24","3","1",NA,"37","3","6",NA,NA,NA,NA,NA,"24","37","45",NA,NA,NA,NA,"2","01","W","17",NA,NA,NA,"4","1","1",NA,"0",NA,"0","0",NA,NA,"P413","260",NA,"7.50",NA
"351",18,439,NA,951228,0,5,4,3,5,"S",960108,0,"0972","1","0972M12","541","4153","95","056","6","6","0","0","13","13","2","5","9","1","80","50","24","24","0","6","4","4",NA,"37",NA,"4",NA,"4",NA,NA,NA,NA,NA,NA,"24","3","1",NA,"37","3","6",NA,NA,NA,NA,NA,"24","37","45",NA,NA,NA,NA,"2","01","W","19",NA,NA,NA,"4","1","1",NA,"0",NA,"4","4",NA,NA,"M917","365",NA,"10.25",NA
"352",18,440,NA,951228,0,1,1,3,4,"S",960108,0,"0972","1","0972M12","542","4153","95","056","6","6","0","0","12","12","2","5","9","1","80","45","24","24","0","7","4","4",NA,"37",NA,"3",NA,"4",NA,NA,NA,NA,NA,NA,"24","3","1",NA,"37","3","6",NA,NA,NA,NA,NA,"24","37","45",NA,NA,NA,NA,"3","01","W","20",NA,NA,NA,"1","1","1",NA,"0",NA,"0","0",NA,NA,"01","30",NA,"9.50",NA
"353",18,441,NA,951228,0,2,2,1,4,"S",960108,0,"0972","1","0972M12","540","4152","95","056","6","6","0","0","11","11","1","1","9","1","80","30","24","24","0","8","4","4",NA,"37",NA,"2",NA,"4",NA,NA,NA,NA,NA,NA,"24","3","1",NA,"37","3","6",NA,NA,NA,NA,NA,"24","37","45",NA,NA,NA,NA,"2","01","W","17",NA,NA,NA,"4","1","1",NA,"0",NA,"0","0",NA,NA,"01","140",NA,"0.50",NA
"354",18,442,NA,951228,0,0,0,0,0,"S",960108,0,"0972","1","0972M12","542","4152","95","056","6",NA,"0",NA,"12","12","2",NA,"1","3","00",NA,"45",NA,"4",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355",18,443,NA,951228,0,0,0,0,0,"S",960108,0,"0972","1","0972M05","525","4151","95","023","0","0","0","0","07","07","0",NA,"0","3","00",NA,"00",NA,"0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356",18,444,NA,951228,0,0,0,2,3,"S",960108,0,"0973","1","0973J02","544","4169","95","082","6","6","0","0","14","14","1","4","9","1","70","45","45","45","0","0","4","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45","3","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"45","37","24",NA,NA,NA,NA,"3","01","W","14",NA,NA,NA,"1","1","1",NA,"0",NA,"0","0",NA,NA,"01","005",NA,"5.50",NA
"357",18,445,NA,951228,0,1,1,2,3,"S",960108,0,"0973","1","0973J03","546","4169","95","146","5","5","0","0","12","12","2","5","9","1","90","50","24","24","0","7","4","3",NA,"45",NA,"3",NA,"4",NA,NA,NA,NA,NA,NA,"24","3","1",NA,"45","3","6",NA,NA,NA,NA,NA,"24","45","37",NA,NA,NA,NA,"3","01","W","20",NA,NA,NA,"1","1","1",NA,"1",NA,"0","0",NA,NA,"01","220",NA,"9.00",NA
"358",18,446,NA,951228,0,0,0,2,2,"S",960108,0,"0973","1","0973J05","550","4169","95","146","6","6","0","0","11","11","1","1","9","1","70","30","45","45","0","8","4","4",NA,"37",NA,"2",NA,"4",NA,NA,NA,NA,NA,NA,"45","3","6",NA,"37","3","6",NA,NA,NA,NA,NA,"45","37",NA,NA,NA,NA,NA,"2","01","W","20",NA,NA,NA,"1","1","1",NA,"0",NA,"0","0",NA,NA,"G303","350",NA,"0.50",NA
"359",18,448,NA,951228,0,1,1,3,4,"S",960108,0,"0973","1","0973J06","552","4169","95","146","1","1","0","0","11","11","1","1","9","1","80","40","24","24","0","8","4","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24","3","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"24","37","45","36","17","95",NA,"2","01","W","20",NA,NA,NA,"1","1","1",NA,"0",NA,"4","0",NA,NA,"01","127",NA,"0.50",NA
"360",18,449,NA,951228,0,1,1,1,1,"S",960108,0,"0973","1","0973J10","558","4169","95","146","6","6","0","0","11","11","1","2","9","1","60","30","45","45","0","0","4","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45","3","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"45","37",NA,NA,NA,NA,NA,"3","01","W","20",NA,NA,NA,"1","1","1",NA,"0",NA,"0","0",NA,NA,"G303","135",NA,"2.00",NA
"361",18,450,NA,951228,0,0,0,0,0,"S",960108,0,"0973","1","0973J10","559","4169","95","146","6","6","0","0","11","11","2","2","3","3","60","60","45",NA,"0",NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362",18,451,NA,951229,0,9,4,2,3,"S",960108,0,"0973","1","0973J02","543","4168","95","082","6","6","0","0","12","12","2","5","9","1","70","60","45","24","0","7","4","4",NA,"45",NA,"3",NA,"4",NA,NA,NA,NA,NA,NA,"24","3","1",NA,"45","3","6",NA,NA,NA,NA,NA,"24","45","37",NA,NA,NA,NA,"3","01","W","20",NA,NA,NA,"4","1","1",NA,"0",NA,"4","0",NA,NA,"01","005",NA,"9.75",NA
"363",18,452,NA,951229,0,2,2,2,3,"S",960109,0,"0973","1","0973J02","544","4168","95","146","5","5","0","0","14","14","2","4","9","1","70","55","45","45","0","0","4","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45","3","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"45","37",NA,NA,NA,NA,NA,"3","01","W","20",NA,NA,NA,"1","1","1",NA,"0",NA,"0","0",NA,NA,"P303","350",NA,"4.25",NA
"364",18,453,NA,951229,0,0,0,0,3,"S",960109,0,"0973","1","0973J03","545","4168","95","146","5","5","0","0","15","15","2","3","9","1","70","30","45","45","0","0","4","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45","3","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"45","37",NA,NA,NA,NA,NA,"3","01","W","17",NA,NA,NA,"1","1","1",NA,"0",NA,"0","0",NA,NA,"01","35",NA,"3.25",NA
