"","COD_LINEA","ESTRATO","ESPECIE","LIT_LINEA","CANT_P_MA","AREAB","VCC","VSC","IAVC","VLE"
"347",1,6,25,"10",53.8,0.3638362,0.7140294,0.5162918,0.0593064,0.075478
"348",1,6,25,"15",2.24,0.0336985,0.0847464,0.0585178,0.008455,0.0081725
"349",1,6,25,"20",0.45,0.0140845,0.0392786,0.0264851,0.0021497,0.003971
"350",1,6,25,"25",0.4,0.0222038,0.0659405,0.0471381,0.0025352,0.0070464
"351",2,6,25,"TOTALES",56.89,0.433823,0.9039949,0.6484328,0.0724463,0.0946679
"352",3,6,25,"S2 (X)",20280.57,1.08,4.88,2.49,0.03,0.05
"353",1,6,26,"10",30.49,0.2366978,0.4986356,0.3141678,0.0418912,0.051599
"354",1,6,26,"15",10.76,0.1661005,0.3938221,0.2501688,0.0308558,0.0392201
"355",1,6,26,"20",1.34,0.0401933,0.1045832,0.0659572,0.0063487,0.0102494
"356",1,6,26,"25",0.4,0.0201371,0.0623739,0.0410216,0.0024419,0.0054732
"357",1,6,26,"30",0.2,0.0145578,0.0300918,0.0201424,0.0013606,0.0041325
"358",2,6,26,"TOTALES",43.19,0.4776865,1.0895066,0.6914578,0.0828982,0.1106742
"359",3,6,26,"S2 (X)",15396.85,1.9,9.99,4.03,0.05,0.1
"360",1,6,45,"10",1.79,0.0196111,0.0369347,0.0277313,0,0.0118524
"361",1,6,45,"15",1.34,0.0219643,0.041424,0.0316833,0,0.014977
"362",1,6,45,"20",3.14,0.104995,0.1851396,0.1483943,0,0.0873133
"363",1,6,45,"25",0.4,0.019649,0.0328343,0.0268672,0,0.0182963
"364",1,6,45,"30",0.6,0.0450432,0.0832598,0.0694752,0,0.0470223
"365",1,6,45,"35",0.2,0.0171974,0.0278555,0.0233911,0,0.018649
"366",2,6,45,"TOTALES",7.47,0.22846,0.4074479,0.3275424,0,0.1981103
"367",3,6,45,"S2 (X)",1261.79,1,3.24,2.09,0,0.75
"368",4,6,0,"10",148.84,1.087201,2.2531153,1.6259298,0.1890865,0.2737619
"369",4,6,0,"15",24.65,0.4002839,1.0182848,0.6896583,0.0672977,0.1167148
"370",4,6,0,"20",8.52,0.2649601,0.6486986,0.4671533,0.0215541,0.1364716
"371",4,6,0,"25",1.8,0.0887847,0.2573311,0.1851971,0.008446,0.0402982
"372",4,6,0,"30",0.8,0.059601,0.1133516,0.0896176,0.0013606,0.0511548
"373",4,6,0,"35",0.4,0.0390286,0.0998185,0.0845062,0.0028189,0.0265504
"374",4,6,0,"40",0.2,0.0274086,0.1067812,0.0920493,0.0033002,0.0100867
"375",4,6,0,"45",0.07,0.0107835,0.053608,0.0419989,0.0013387,0.0046619
"376",4,6,0,"50",0.07,0.0134993,0.0602796,0.0530664,0.0010923,0.0050832
"377",4,6,0,"55",0.07,0.0155579,0.0986075,0.0811427,0.0019266,0.007147
"378",5,6,0,"TOTALES",185.42,2.0071086,4.7098762,3.4103196,0.2982216,0.6719305
"379",6,6,0,"S2 (X)",86377.29,8.11,47.38,25.24,0.23,1.21
"380",1,7,24,"10",17.26,0.1274056,0.2951985,0.2175749,0.0241115,0.0336988
"381",1,7,24,"15",14.03,0.2563812,0.7546449,0.5214923,0.0380929,0.0784022
"382",1,7,24,"20",14.57,0.4788807,1.6571705,1.1904857,0.0629959,0.1612717
"383",1,7,24,"25",9.35,0.4552437,1.6417126,1.2034097,0.0560764,0.1635026
"384",1,7,24,"30",3.6,0.2491692,0.9958282,0.7444945,0.031032,0.0948144
"385",1,7,24,"35",0.24,0.0199528,0.0781641,0.058756,0.0023816,0.0078211
"386",1,7,24,"40",1.2,0.1516042,0.6273497,0.4823009,0.01713,0.0637341
"387",1,7,24,"45",0.35,0.0563034,0.2273001,0.1768006,0.0058715,0.0246721
"388",1,7,24,"50",0.09,0.0182267,0.0533635,0.0436976,0.0009514,0.0083359
"389",2,7,24,"TOTALES",60.69,1.8131675,6.3307321,4.6390122,0.2386432,0.6362529
"390",3,7,24,"S2 (X)",15184.26,11.25,156.81,84.18,0.21,1.37
"391",1,7,25,"10",28.05,0.2250458,0.4596234,0.3268237,0.0414334,0.0482513
"392",1,7,25,"15",24.82,0.441525,1.3983946,0.930033,0.1023936,0.1112743
"393",1,7,25,"20",24.82,0.7727539,3.1103282,2.1795382,0.1388638,0.2180432
"394",1,7,25,"25",23.26,1.1058122,5.0237012,3.6479179,0.1711086,0.3400589
"395",1,7,25,"30",12.47,0.8622127,4.2507999,3.1467248,0.1219963,0.2863731
"396",1,7,25,"35",5.75,0.5562917,3.0029406,2.2529782,0.0757773,0.1978189
"397",1,7,25,"40",1.92,0.2373854,1.3836347,1.0470967,0.0321168,0.0887948
"398",1,7,25,"45",0.78,0.11984,0.592644,0.4491261,0.0135726,0.0468959
"399",1,7,25,"50",0.35,0.0687593,0.4270972,0.3279355,0.008693,0.0283608
"400",1,7,25,"55",0.17,0.0387401,0.2747267,0.2125477,0.0052379,0.0163718
"401",1,7,25,"70",0.09,0.0317193,0.1616741,0.1258003,0.0029365,0.0148367
"402",2,7,25,"TOTALES",122.48,4.4600854,20.0855646,14.6465221,0.7141298,1.3970797
"403",3,7,25,"S2 (X)",21542.35,27.44,693.76,372.51,0.75,2.74
"404",1,7,26,"15",0.54,0.0080695,0.0181832,0.0115591,0.0014656,0.0018932
"405",1,7,26,"20",1.08,0.0310705,0.0987382,0.0628631,0.0064246,0.007897
"406",1,7,26,"25",0.24,0.0104888,0.0442535,0.0300642,0.0017675,0.0027995
"407",2,7,26,"TOTALES",1.86,0.0496288,0.1611749,0.1044864,0.0096577,0.0125897
"408",3,7,26,"S2 (X)",67.87,0.05,0.83,0.36,0,0
"409",1,7,45,"10",53.95,0.4018354,0.7846743,0.5601967,0,0.220826
"410",1,7,45,"15",28.59,0.4792108,1.0276325,0.8002807,0,0.3291413
"411",1,7,45,"20",5.93,0.185642,0.3766477,0.3030397,0,0.1517319
"412",1,7,45,"25",6.23,0.3002422,0.6588879,0.5433967,0,0.2766232
"413",1,7,45,"30",4.32,0.2979873,0.6351486,0.5303522,0,0.3037608
"414",1,7,45,"35",0.72,0.0639252,0.1775065,0.1492055,0,0.0699091
"415",1,7,45,"45",0.17,0.0280103,0.0943714,0.0801752,0,0.0363149
"416",1,7,45,"60",0.17,0.0475611,0.1219285,0.1048138,0,0.0716277
"417",2,7,45,"TOTALES",100.08,1.8044143,3.8767974,3.0714605,0,1.4599349
"418",3,7,45,"S2 (X)",32323.05,11.16,61.17,40.29,0,8.52
"419",4,7,0,"10",99.26,0.7542868,1.5394962,1.1045953,0.0655449,0.3027761
"420",4,7,0,"15",67.98,1.1851865,3.1988552,2.2633651,0.1419521,0.520711
"421",4,7,0,"20",46.4,1.4683471,5.2428846,3.7359267,0.2082843,0.5389438
"422",4,7,0,"25",39.08,1.8717869,7.3685552,5.4247885,0.2289525,0.7829842
"423",4,7,0,"30",20.39,1.4093692,5.8817767,4.4215715,0.1530283,0.6849483
"424",4,7,0,"35",6.71,0.6401697,3.2586112,2.4609397,0.0781589,0.2755491
"425",4,7,0,"40",3.12,0.3889896,2.0109844,1.5293976,0.0492468,0.1525289
"426",4,7,0,"45",1.3,0.2041537,0.9143155,0.7061019,0.0194441,0.1078829
"427",4,7,0,"50",0.44,0.086986,0.4804607,0.3716331,0.0096444,0.0366967
"428",4,7,0,"55",0.17,0.0387401,0.2747267,0.2125477,0.0052379,0.0163718
"429",4,7,0,"60",0.17,0.0475611,0.1219285,0.1048138,0,0.0716277
"430",4,7,0,"70",0.09,0.0317193,0.1616741,0.1258003,0.0029365,0.0148367
"431",5,7,0,"TOTALES",285.11,8.127296,30.454269,22.4614812,0.9624307,3.5058572
"432",6,7,0,"S2 (X)",53483.24,35.07,708.57,386.7,0.72,10.11
"433",1,8,24,"10",17.14,0.1687751,0.40375,0.2873925,0.0283972,0.0465168
"434",1,8,24,"15",19.59,0.3209462,0.8514326,0.5907499,0.0467801,0.0964191
"435",1,8,24,"20",9.18,0.2881542,1.0508698,0.7541156,0.0400563,0.0963006
"436",1,8,24,"25",7.89,0.3940263,1.4741046,1.0838746,0.0495503,0.1421045
"437",1,8,24,"30",5.17,0.3635024,1.5025754,1.1254183,0.0464503,0.1386504
"438",1,8,24,"35",2.18,0.1904893,0.6764876,0.5094641,0.019679,0.075308
"439",1,8,24,"40",0.82,0.0962707,0.352448,0.270063,0.0093345,0.0399839
"440",1,8,24,"45",0.59,0.0937978,0.3517152,0.2750395,0.0085218,0.0409649
"441",1,8,24,"50",0.1,0.0176126,0.0964304,0.0770212,0.0021976,0.0078436
"442",1,8,24,"60",0.1,0.0256101,0.1340072,0.11022,0.0026252,0.0121348
"443",1,8,24,"65",0.1,0.0343252,0.1857951,0.1587621,0.0028696,0.0170726
"444",2,8,24,"TOTALES",62.86,1.9935099,7.0796159,5.2421208,0.2564619,0.7132992
"445",3,8,24,"S2 (X)",12029.05,11.24,177.35,98.17,0.2,1.49
"446",1,8,25,"10",26.93,0.2137542,0.4819926,0.3408929,0.044461,0.0457867
"447",1,8,25,"15",27.55,0.461637,1.5677256,1.0309567,0.1167787,0.1148134
"448",1,8,25,"20",23.87,0.7551795,3.0795498,2.1655956,0.1366263,0.2137259
"449",1,8,25,"25",10.61,0.5222345,2.1382824,1.5494622,0.0743312,0.1617138
"450",1,8,25,"30",5.98,0.4091819,1.9344949,1.4292575,0.056534,0.1355092
"451",1,8,25,"35",1.09,0.0987028,0.556553,0.4172338,0.0141365,0.0346236
"452",1,8,25,"40",1.09,0.1348676,0.6637774,0.5006636,0.0159824,0.0504839
"453",1,8,25,"45",0.2,0.0307439,0.1678072,0.1275617,0.0037353,0.0120779
"454",1,8,25,"50",0.2,0.0352271,0.1391956,0.1053036,0.0032421,0.0142241
"455",1,8,25,"60",0.1,0.0255214,0.0942848,0.0718722,0.0020441,0.0111223
"456",2,8,25,"TOTALES",97.62,2.6870499,10.8236633,7.7387998,0.4678716,0.7940808
"457",3,8,25,"S2 (X)",32144.72,19.42,370.3,192.66,0.63,1.71
"458",1,8,26,"10",7.35,0.055952,0.115906,0.0577845,0.0191241,0.0122368
"459",1,8,26,"15",0.61,0.0140582,0.0325397,0.020647,0.0023556,0.0034726
"460",2,8,26,"TOTALES",7.96,0.0700102,0.1484457,0.0784315,0.0214797,0.0157094
"461",3,8,26,"S2 (X)",1862.51,0.12,0.57,0.15,0.01,0
"462",1,8,43,"15",0.61,0.0096942,0.0247511,0.0182556,0.0011042,0.0044936
"463",2,8,43,"TOTALES",0.61,0.0096942,0.0247511,0.0182556,0.0011042,0.0044936
"464",3,8,43,"S2 (X)",19.48,0,0.03,0.01,0,0
"465",1,8,45,"10",80.8,0.5758808,1.0539051,0.7371895,0,0.3121176
"466",1,8,45,"15",48.36,0.8264235,1.6723309,1.3015208,0,0.5704461
"467",1,8,45,"20",7.35,0.2170861,0.4056093,0.3225165,0,0.1743991
"468",1,8,45,"25",3.54,0.1770795,0.3749765,0.3094634,0,0.1647329
"469",1,8,45,"30",0.54,0.0355087,0.0846746,0.0706125,0,0.0355782
"470",1,8,45,"45",0.1,0.0161358,0.0475426,0.040289,0,0.0210104
"471",1,8,45,"55",0.1,0.0248611,0.0410488,0.0351977,0,0.0365838
"472",2,8,45,"TOTALES",140.79,1.8729755,3.6800878,2.8167894,0,1.3148681
"473",3,8,45,"S2 (X)",54158.75,8.82,38.16,23.12,0,4.76
"474",4,8,0,"10",132.22,1.0143621,2.0555537,1.4232594,0.0919823,0.4166579
"475",4,8,0,"15",96.72,1.6327591,4.1487799,2.96213,0.1670186,0.7896448
"476",4,8,0,"20",40.4,1.2604198,4.5360289,3.2422277,0.1766826,0.4844256
"477",4,8,0,"25",22.04,1.0933403,3.9873635,2.9428002,0.1238815,0.4685512
"478",4,8,0,"30",11.69,0.808193,3.5217449,2.6252883,0.1029843,0.3097378
"479",4,8,0,"35",3.27,0.2891921,1.2330406,0.9266979,0.0338155,0.1099316
"480",4,8,0,"40",1.91,0.2311383,1.0162254,0.7707266,0.0253169,0.0904678
"481",4,8,0,"45",0.89,0.1406775,0.567065,0.4428902,0.0122571,0.0740532
"482",4,8,0,"50",0.3,0.0528397,0.235626,0.1823248,0.0054397,0.0220677
"483",4,8,0,"55",0.1,0.0248611,0.0410488,0.0351977,0,0.0365838
"484",4,8,0,"60",0.2,0.0511315,0.228292,0.1820922,0.0046693,0.0232571
"485",4,8,0,"65",0.1,0.0343252,0.1857951,0.1587621,0.0028696,0.0170726
"486",5,8,0,"TOTALES",309.84,6.6332397,21.7565638,15.8943971,0.7469174,2.8424511
"487",6,8,0,"S2 (X)",95864.33,33.08,550.32,288.27,0.98,5.97
"488",1,9,24,"10",133.24,1.0109404,2.5700986,1.8525115,0.1993356,0.2683532
"489",1,9,24,"15",97.71,1.7399602,5.3300894,3.7046277,0.2624929,0.530159
"490",1,9,24,"20",54.78,1.7117852,6.1787644,4.4352095,0.2362222,0.571472
"491",1,9,24,"25",33.06,1.6112705,5.6540237,4.1491367,0.1876845,0.5787265
"492",1,9,24,"30",15.3,1.0438486,3.5653799,2.6559393,0.1081208,0.3962734
"493",1,9,24,"35",4.77,0.4420606,1.4953182,1.1317282,0.0410828,0.1765079
"494",1,9,24,"40",2.3,0.2915211,1.2797363,0.9917375,0.0332059,0.1225586
"495",1,9,24,"45",0.36,0.0565686,0.1935847,0.1515991,0.0045553,0.0246986
"496",1,9,24,"50",0.18,0.033339,0.1216116,0.0960045,0.0028301,0.0149556
"497",1,9,24,"55",0.24,0.0557856,0.1588245,0.1283438,0.0031614,0.0259861
"498",1,9,24,"60",0.06,0.0164664,0.0628899,0.0505373,0.0013912,0.007882
"499",1,9,24,"65",0.06,0.0191706,0.0509918,0.043698,0.0007824,0.0094105
"500",2,9,24,"TOTALES",342.06,8.0327168,26.661313,19.3910731,1.0808651,2.7269834
"501",3,9,24,"S2 (X)",155890.81,44.59,785.45,415.02,1.29,4.75
"502",1,9,25,"10",2.96,0.0214122,0.0442381,0.0316661,0.0038668,0.004505
"503",1,9,25,"15",2.59,0.0473182,0.1319294,0.0843282,0.0106525,0.0119703
"504",1,9,25,"20",1.48,0.0433032,0.1299207,0.0876222,0.0071033,0.0120444
"505",1,9,25,"25",0.33,0.0145816,0.0711981,0.0516905,0.0024254,0.0044139
"506",1,9,25,"30",0.16,0.0107907,0.0601163,0.0445974,0.0016885,0.0035402
"507",2,9,25,"TOTALES",7.52,0.1374059,0.4374026,0.2999044,0.0257365,0.0364738
"508",3,9,25,"S2 (X)",3433.82,0.89,7.5,3.44,0.03,0.05
"509",1,9,26,"10",2.96,0.0214331,0.0293637,0.002961,0.0143623,0.0046087
"510",1,9,26,"15",1.48,0.0248949,0.0666943,0.0381133,0.0072209,0.0059355
"511",1,9,26,"20",4.07,0.1289761,0.5009743,0.3306752,0.0252813,0.0331566
"512",1,9,26,"25",1.32,0.0600152,0.2673464,0.1828646,0.0101397,0.0161087
"513",1,9,26,"30",0.82,0.0582737,0.2655632,0.1865262,0.0082146,0.0164944
"514",1,9,26,"35",0.33,0.0334012,0.16851,0.1209194,0.0046675,0.0098679
"515",1,9,26,"45",0.12,0.0176874,0.090758,0.0664414,0.0025159,0.0054715
"516",1,9,26,"50",0.06,0.0120978,0.0656469,0.0491316,0.0019717,0.0038857
"517",2,9,26,"TOTALES",11.16,0.3567794,1.4548568,0.9776327,0.0743739,0.095529
"518",3,9,26,"S2 (X)",3328.78,4,76.48,35.69,0.15,0.28
"519",1,9,45,"10",16.29,0.1213679,0.2073788,0.1443528,0,0.0665676
"520",1,9,45,"15",4.44,0.078502,0.1573059,0.1239989,0,0.0548359
"521",1,9,45,"25",0.49,0.0240886,0.0460922,0.0379061,0,0.0222691
"522",1,9,45,"30",0.16,0.0131886,0.0222122,0.0184064,0,0.0140065
"523",2,9,45,"TOTALES",21.38,0.2371471,0.4329891,0.3246642,0,0.1576791
"524",3,9,45,"S2 (X)",6878.92,0.83,2.84,1.62,0,0.37
"525",1,9,99,"10",4.44,0.0257106,0.0449514,0.0160752,0.0260515,0.0072619
"526",2,9,99,"TOTALES",4.44,0.0257106,0.0449514,0.0160752,0.0260515,0.0072619
"527",3,9,99,"S2 (X)",1696.54,0.05,0.17,0.02,0.05,0
"528",4,9,0,"10",159.89,1.2008642,2.8960306,2.0475666,0.2436162,0.3512964
"529",4,9,0,"15",106.22,1.8906753,5.686019,3.9510681,0.2803663,0.6029007
"530",4,9,0,"20",60.33,1.8840645,6.8096594,4.8535069,0.2686068,0.616673
"531",4,9,0,"25",35.2,1.7099559,6.0386604,4.4215979,0.2002496,0.6215182
"532",4,9,0,"30",16.44,1.1261016,3.9132716,2.9054693,0.1180239,0.4303145
"533",4,9,0,"35",5.1,0.4754618,1.6638282,1.2526476,0.0457503,0.1863758
"534",4,9,0,"40",2.3,0.2915211,1.2797363,0.9917375,0.0332059,0.1225586
"535",4,9,0,"45",0.48,0.074256,0.2843427,0.2180405,0.0070712,0.0301701
"536",4,9,0,"50",0.24,0.0454368,0.1872585,0.1451361,0.0048018,0.0188413
"537",4,9,0,"55",0.24,0.0557856,0.1588245,0.1283438,0.0031614,0.0259861
"538",4,9,0,"60",0.06,0.0164664,0.0628899,0.0505373,0.0013912,0.007882
"539",4,9,0,"65",0.06,0.0191706,0.0509918,0.043698,0.0007824,0.0094105
"540",5,9,0,"TOTALES",386.56,8.7897598,29.0315129,21.0093496,1.207027,3.0239272
"541",6,9,0,"S2 (X)",162422.37,53.14,954.81,497.83,1.65,5.56
"542",1,10,24,"10",89.52,0.6452557,1.5082972,1.0438302,0.1247099,0.1700261
"543",1,10,24,"15",46.75,0.8125225,2.0582087,1.412437,0.100845,0.2465272
"544",1,10,24,"20",27.85,0.8705866,2.6316188,1.878542,0.0991146,0.2907892
"545",1,10,24,"25",17.24,0.8377987,2.7445743,2.0075954,0.0924977,0.3007405
"546",1,10,24,"30",9.06,0.6304733,2.2824339,1.70482,0.0689178,0.2401032
"547",1,10,24,"35",5.08,0.4859265,1.891409,1.4339656,0.0542595,0.194997
"548",1,10,24,"40",2.43,0.2862931,1.2747074,0.9795767,0.0348526,0.1189068
"549",1,10,24,"45",0.95,0.1466322,0.5121726,0.3973105,0.0130058,0.0636378
"550",1,10,24,"50",0.56,0.1086257,0.5173176,0.4115996,0.0120152,0.0490396
"551",1,10,24,"55",0.08,0.0202708,0.0951581,0.0772588,0.001998,0.0095633
"552",1,10,24,"60",0.24,0.0638841,0.2630676,0.2120613,0.0057289,0.0303877
"553",1,10,24,"70",0.08,0.0284768,0.1234321,0.102896,0.0022384,0.0142127
"554",2,10,24,"TOTALES",199.84,4.936746,15.9023973,11.6618931,0.6101834,1.7289311
"555",3,10,24,"S2 (X)",50189.37,23.95,329.92,183.91,0.39,3.12
"556",1,10,26,"20",0.99,0.0248239,0.0760956,0.0471759,0.0056931,0.0061936
"557",1,10,26,"25",0.66,0.0333134,0.1029139,0.069044,0.0045746,0.0090419
"558",1,10,26,"30",0.88,0.0638195,0.2193815,0.1518196,0.0075053,0.0180948
"559",1,10,26,"35",0.44,0.0368445,0.1439209,0.1010126,0.0044029,0.0106257
"560",1,10,26,"40",0.22,0.0268138,0.1074915,0.0769125,0.0029861,0.0080896
"561",1,10,26,"50",0.08,0.0161927,0.0878677,0.0657448,0.0026359,0.0051985
"562",1,10,26,"60",0.08,0.0206642,0.0955024,0.071869,0.0029458,0.0068313
"563",2,10,26,"TOTALES",3.35,0.222472,0.8331735,0.5835784,0.0307437,0.0640754
"564",3,10,26,"S2 (X)",170.92,0.96,14.29,7.14,0.01,0.08
"565",1,10,45,"10",1.99,0.0153139,0.0334303,0.0244303,0,0.0083799
"566",1,10,45,"15",2.98,0.0489862,0.0906315,0.0691926,0,0.0334049
"567",1,10,45,"20",0.99,0.0261387,0.0470665,0.0370998,0,0.0202718
"568",1,10,45,"25",0.88,0.0445803,0.0789033,0.0648859,0,0.0415808
"569",1,10,45,"30",0.44,0.027176,0.0591707,0.0492217,0,0.0267734
"570",1,10,45,"35",0.44,0.0379869,0.0682211,0.0574788,0,0.0411435
"571",1,10,45,"40",0.22,0.0285467,0.0502881,0.0427898,0,0.0346957
"572",1,10,45,"45",0.16,0.0253447,0.042976,0.0366774,0,0.0327155
"573",1,10,45,"55",0.08,0.0200578,0.0345961,0.0296712,0,0.0294568
"574",1,10,45,"60",0.08,0.0224252,0.0398761,0.034221,0,0.0339899
"575",1,10,45,"70",0.08,0.1226761,0.2019511,0.169688,0,0.3007591
"576",2,10,45,"TOTALES",8.34,0.4192325,0.7471108,0.6153565,0,0.6031713
"577",3,10,45,"S2 (X)",967.62,4.21,12.38,8.69,0,12.99
"578",1,10,99,"10",3.98,0.0345653,0.0486191,0.0216109,0.0234823,0.0108293
"579",1,10,99,"15",0.5,0.0069618,0.0095968,0.0057401,0.0029961,0.0024674
"580",2,10,99,"TOTALES",4.48,0.0415271,0.0582159,0.027351,0.0264784,0.0132967
"581",3,10,99,"S2 (X)",1282.34,0.11,0.21,0.04,0.04,0.01
"582",4,10,0,"10",95.49,0.6951349,1.5903466,1.0898714,0.1481922,0.1892353
"583",4,10,0,"15",50.23,0.8684705,2.158437,1.4873697,0.1038411,0.2823995
"584",4,10,0,"20",29.83,0.9215492,2.7547809,1.9628177,0.1048077,0.3172546
"585",4,10,0,"25",18.78,0.9156924,2.9263915,2.1415253,0.0970723,0.3513632
"586",4,10,0,"30",10.38,0.7214688,2.5609861,1.9058613,0.0764231,0.2849714
"587",4,10,0,"35",5.96,0.5607579,2.103551,1.592457,0.0586624,0.2467662
"588",4,10,0,"40",2.87,0.3416536,1.432487,1.099279,0.0378387,0.1616921
"589",4,10,0,"45",1.11,0.1719769,0.5551486,0.4339879,0.0130058,0.0963533
"590",4,10,0,"50",0.64,0.1248184,0.6051853,0.4773444,0.0146511,0.0542381
"591",4,10,0,"55",0.16,0.0403286,0.1297542,0.10693,0.001998,0.0390201
"592",4,10,0,"60",0.4,0.1069735,0.3984461,0.3181513,0.0086747,0.0712089
"593",4,10,0,"70",0.16,0.1511529,0.3253832,0.272584,0.0022384,0.3149718
"594",5,10,0,"TOTALES",216.01,5.6199776,17.5408975,12.888179,0.6674055,2.4094745
"595",6,10,0,"S2 (X)",55546.49,27.18,361.88,200.53,0.51,14.33
"596",1,11,24,"10",174.01,1.3480329,3.3766651,2.4510192,0.2624655,0.3597909
"597",1,11,24,"15",111.94,1.9379467,5.758964,3.9855579,0.2947831,0.5877091
"598",1,11,24,"20",58.36,1.7569774,5.9352763,4.2318198,0.234954,0.5829849
"599",1,11,24,"25",16.27,0.7622351,2.7372489,2.004363,0.0922177,0.2720597
"600",1,11,24,"30",5.66,0.3911679,1.4094431,1.0523322,0.0410008,0.1488231
"601",1,11,24,"35",0.94,0.0836684,0.3193495,0.2425844,0.0085575,0.0331622
"602",1,11,24,"40",0.47,0.0563307,0.1405367,0.1076631,0.0031304,0.0234543
"603",1,11,24,"45",0.08,0.0123268,0.0410695,0.031418,0.0011465,0.0052987
"604",2,11,24,"TOTALES",367.73,6.3486859,19.7185531,14.1067576,0.9382555,2.0132829
"605",3,11,24,"S2 (X)",183643.03,43.81,504.86,259.85,1.08,4.51
"606",1,11,25,"10",8.49,0.0513426,0.1234557,0.0884999,0.0107324,0.0103574
"607",1,11,25,"15",3.18,0.0535102,0.1942502,0.126767,0.013129,0.013322
"608",1,11,25,"20",1.59,0.0532712,0.1817791,0.127822,0.0096186,0.0152242
"609",2,11,25,"TOTALES",13.26,0.158124,0.499485,0.3430889,0.03348,0.0389036
"610",3,11,25,"S2 (X)",7531.8,0.77,8.4,3.99,0.03,0.04
"611",1,11,26,"10",2.12,0.0150416,0.0279109,0.0174956,0.0023553,0.0032262
"612",1,11,26,"15",0.53,0.0085204,0.0288458,0.0167503,0.0028756,0.0020162
"613",1,11,26,"20",0.53,0.0134251,0.0594277,0.0386994,0.0033064,0.0033551
"614",2,11,26,"TOTALES",3.18,0.0369871,0.1161844,0.0729453,0.0085373,0.0085975
"615",3,11,26,"S2 (X)",333.15,0.04,0.5,0.2,0,0
"616",1,11,45,"15",1.06,0.0202005,0.0521645,0.041887,0,0.0143412
"617",1,11,45,"20",0.53,0.0152004,0.0293425,0.0232466,0,0.0120651
"618",2,11,45,"TOTALES",1.59,0.0354009,0.081507,0.0651336,0,0.0264063
"619",3,11,45,"S2 (X)",151.98,0.07,0.39,0.25,0,0.04
"620",4,11,0,"10",184.62,1.4144171,3.5280317,2.5570147,0.2755532,0.3733745
"621",4,11,0,"15",116.71,2.0201778,6.0342245,4.1709622,0.3107877,0.6173885
"622",4,11,0,"20",61.01,1.8388741,6.2058256,4.4215878,0.247879,0.6136293
"623",4,11,0,"25",16.27,0.7622351,2.7372489,2.004363,0.0922177,0.2720597
"624",4,11,0,"30",5.66,0.3911679,1.4094431,1.0523322,0.0410008,0.1488231
"625",4,11,0,"35",0.94,0.0836684,0.3193495,0.2425844,0.0085575,0.0331622
"626",4,11,0,"40",0.47,0.0563307,0.1405367,0.1076631,0.0031304,0.0234543
"627",4,11,0,"45",0.08,0.0123268,0.0410695,0.031418,0.0011465,0.0052987
"628",5,11,0,"TOTALES",385.76,6.5791979,20.4157295,14.5879254,0.9802728,2.0871903
"629",6,11,0,"S2 (X)",212631.8,50.21,583.1,298.21,1.31,5.18
"630",1,12,24,"10",106.1,0.8172191,1.9235467,1.4063906,0.1538801,0.2176789
"631",1,12,24,"15",51.53,0.8883779,2.491997,1.7225382,0.1297116,0.2691665
"632",1,12,24,"20",31.07,0.9684193,2.9439253,2.0924108,0.1163964,0.3231943
"633",1,12,24,"25",14.82,0.7097219,2.444113,1.7902655,0.0833261,0.254117
"634",1,12,24,"30",6.4,0.4331283,1.4221392,1.0564088,0.0439282,0.1641786
"635",1,12,24,"35",1.35,0.1277948,0.5283756,0.4003412,0.01546,0.0512353
"636",1,12,24,"40",0.34,0.0461124,0.2104581,0.1631409,0.0055212,0.0196287
"637",1,12,24,"45",0.36,0.0546256,0.2322026,0.1804945,0.0060229,0.0236148
"638",2,12,24,"TOTALES",211.97,4.0453993,12.1967575,8.8119905,0.5542465,1.3228141
"639",3,12,24,"S2 (X)",59150.76,15.36,161.51,84.85,0.32,1.64
"640",1,12,26,"15",0.76,0.0100595,0.0224985,0.0142962,0.0018459,0.0023265
"641",1,12,26,"20",0.76,0.022172,0.0558824,0.0352874,0.0035114,0.0056386
"642",1,12,26,"25",1.01,0.0477026,0.1327284,0.0858167,0.0057411,0.0128584
"643",2,12,26,"TOTALES",2.53,0.0799341,0.2111093,0.1354003,0.0110984,0.0208235
"644",3,12,26,"S2 (X)",160.65,0.14,0.99,0.41,0,0
"645",1,12,45,"15",0.76,0.0106881,0.0166838,0.0126221,0,0.0069415
"646",2,12,45,"TOTALES",0.76,0.0106881,0.0166838,0.0126221,0,0.0069415
"647",3,12,45,"S2 (X)",24.12,0,0.01,0,0,0
"648",1,12,58,"10",9.09,0.0628523,0.1232072,0.0090946,0.155783,0.0213792
"649",1,12,58,"15",0.76,0.0100595,0.0207457,0.0044921,0.0134738,0.0036046
"650",1,12,58,"55",0.12,0.0267021,0.0839658,0.0703693,0.0054208,0.0121014
"651",2,12,58,"TOTALES",9.97,0.0996139,0.2279187,0.083956,0.1746776,0.0370852
"652",3,12,58,"S2 (X)",4075.13,0.24,1.14,0.21,1.2,0.03
"653",4,12,0,"10",115.19,0.8800714,2.0467539,1.4154852,0.3096631,0.2390581
"654",4,12,0,"15",53.81,0.919185,2.551925,1.7539486,0.1450313,0.2820391
"655",4,12,0,"20",31.83,0.9905913,2.9998077,2.1276982,0.1199078,0.3288329
"656",4,12,0,"25",15.83,0.7574245,2.5768414,1.8760822,0.0890672,0.2669754
