"","COD_LINEA","ESTRATO","ESPECIE","LIT_LINEA","CANT_P_MA","AREAB","VCC","VSC","IAVC","VLE"
"967",2,18,26,"TOTALES",11.4,0.2688019,0.90722,0.6220151,0.0452261,0.0731179
"968",3,18,26,"S2 (X)",6651.8,1.61,18.61,8.96,0.05,0.11
"969",1,18,43,"45",0.03,0.0052842,0.0169598,0.0135411,0.0001127,0.0033983
"970",1,18,43,"50",0.03,0.0057527,0.0196111,0.0157238,8.03e-05,0.0037426
"971",2,18,43,"TOTALES",0.06,0.0110369,0.0365709,0.0292649,0.000193,0.0071409
"972",3,18,43,"S2 (X)",0.61,0.02,0.22,0.14,0,0
"973",1,18,45,"10",24.86,0.1633603,0.3073262,0.2126005,0,0.086582
"974",1,18,45,"15",5.65,0.0984632,0.2093532,0.1633351,0,0.0684583
"975",1,18,45,"20",3.01,0.0902815,0.1605838,0.1270517,0,0.0727695
"976",1,18,45,"25",0.75,0.0395217,0.0734526,0.060591,0,0.0372713
"977",1,18,45,"30",0.33,0.0229566,0.0396789,0.0331032,0,0.0233333
"978",1,18,45,"35",0.25,0.0240933,0.0428541,0.0362152,0,0.0269214
"979",1,18,45,"50",0.03,0.0056135,0.009703,0.0083005,0,0.0075678
"980",1,18,45,"55",0.03,0.007663,0.0130339,0.0111782,0,0.011282
"981",1,18,45,"60",0.03,0.0082671,0.0141968,0.0121807,0,0.0124354
"982",2,18,45,"TOTALES",34.94,0.4602202,0.8701825,0.6645561,0,0.346621
"983",3,18,45,"S2 (X)",15141.83,2.24,8.33,4.95,0,1.36
"984",1,18,58,"25",0.08,0.0046344,0.0058562,0.0036423,0.0016536,0.0018713
"985",2,18,58,"TOTALES",0.08,0.0046344,0.0058562,0.0036423,0.0016536,0.0018713
"986",3,18,58,"S2 (X)",1.18,0,0,0,0,0
"987",1,18,99,"10",3.01,0.0243092,0.0372981,0.0167772,0.0177935,0.0075536
"988",1,18,99,"15",2.07,0.032534,0.0552329,0.0370825,0.0127438,0.011958
"989",1,18,99,"20",0.38,0.0092956,0.0172318,0.0129487,0.0024405,0.0038246
"990",2,18,99,"TOTALES",5.46,0.0661388,0.1097628,0.0668084,0.0329778,0.0233362
"991",3,18,99,"S2 (X)",2557.26,0.42,1.16,0.46,0.09,0.05
"992",4,18,0,"10",42.94,0.3023452,0.6053953,0.3983135,0.0408212,0.1225713
"993",4,18,0,"15",18.09,0.3182809,0.7326744,0.5168785,0.0428033,0.1350252
"994",4,18,0,"20",12.44,0.3764567,0.9001623,0.6416854,0.0377522,0.1631104
"995",4,18,0,"25",4.93,0.2450053,0.6934745,0.5085843,0.0243388,0.1069299
"996",4,18,0,"30",2.59,0.1765026,0.6086674,0.4483915,0.0180402,0.0757758
"997",4,18,0,"35",1.76,0.1676762,0.5918082,0.4472979,0.0152832,0.0810912
"998",4,18,0,"40",0.75,0.0940451,0.3982105,0.2953677,0.0104126,0.0334796
"999",4,18,0,"45",0.36,0.0572063,0.2657919,0.2027239,0.0064547,0.0232956
"1000",4,18,0,"50",0.33,0.0639421,0.2534349,0.1939347,0.0057007,0.0318668
"1001",4,18,0,"55",0.18,0.0431164,0.1600797,0.1288021,0.0029542,0.0275173
"1002",4,18,0,"60",0.12,0.0336351,0.142513,0.1135791,0.0031445,0.0229457
"1003",4,18,0,"65",0.03,0.0093793,0.0545868,0.0425071,0.0020249,0.0031688
"1004",4,18,0,"70",0.09,0.0473865,0.2290441,0.2109004,0.0017023,0.02499
"1005",5,18,0,"TOTALES",84.61,1.9349777,5.635843,4.1489661,0.2114328,0.8517676
"1006",6,18,0,"S2 (X)",28420.77,9.25,103.45,58.21,0.22,2.07
"1007",1,19,21,"10",4.66,0.0422113,0.1005364,0.0789219,0.0097864,0.0127319
"1008",1,19,21,"15",3.88,0.0730877,0.2210274,0.1738753,0.0172721,0.0232906
"1009",1,19,21,"20",4.27,0.1248874,0.4088945,0.3295958,0.027036,0.04106
"1010",1,19,21,"25",0.69,0.0337755,0.1096686,0.0903349,0.0058178,0.0115314
"1011",2,19,21,"TOTALES",13.5,0.2739619,0.8401269,0.6727279,0.0599123,0.0886139
"1012",3,19,21,"S2 (X)",8281.42,2.98,29.46,18.9,0.14,0.3
"1013",1,19,24,"10",17.08,0.1187236,0.2841052,0.1852263,0.0237523,0.031123
"1014",1,19,24,"15",6.99,0.1164416,0.2967765,0.2021474,0.0145967,0.0351112
"1015",1,19,24,"20",6.99,0.21056,0.5550638,0.3926921,0.0207138,0.0698617
"1016",1,19,24,"25",2.93,0.1409862,0.4316261,0.315223,0.014266,0.0505393
"1017",1,19,24,"30",0.86,0.0604022,0.2216431,0.1650256,0.0071151,0.0230206
"1018",1,19,24,"35",0.52,0.0484449,0.1418223,0.1071011,0.0037139,0.0193726
"1019",1,19,24,"40",0.69,0.0873438,0.3082219,0.2363926,0.0082101,0.0367129
"1020",1,19,24,"45",0.19,0.03048,0.1302009,0.101586,0.0033143,0.0133638
"1021",1,19,24,"50",0.06,0.0126382,0.0754554,0.0613511,0.0015724,0.0057447
"1022",1,19,24,"55",0.06,0.0144891,0.0405205,0.0334003,0.0007074,0.0067368
"1023",2,19,24,"TOTALES",36.37,0.8405096,2.4854357,1.8001455,0.097962,0.2915866
"1024",3,19,24,"S2 (X)",15403.39,7.04,65.12,34.86,0.09,0.86
"1025",1,19,25,"10",3.11,0.0257466,0.0515943,0.0366519,0.0046715,0.0055701
"1026",1,19,25,"15",0.78,0.0169577,0.0577603,0.0380761,0.003514,0.0044368
"1027",1,19,25,"20",2.72,0.0789968,0.300394,0.207886,0.0142903,0.0219404
"1028",1,19,25,"25",0.69,0.0291804,0.136301,0.0984863,0.0048284,0.0087472
"1029",1,19,25,"30",0.52,0.0363489,0.1726826,0.1277383,0.004991,0.0121018
"1030",2,19,25,"TOTALES",7.82,0.1872304,0.7187322,0.5088386,0.0322952,0.0527963
"1031",3,19,25,"S2 (X)",1658.16,1.1,18.45,9.28,0.03,0.09
"1032",1,19,26,"10",9.32,0.0842053,0.198438,0.1181382,0.0228332,0.0186718
"1033",1,19,26,"15",12.81,0.2351678,0.7942345,0.4865286,0.0645474,0.0566997
"1034",1,19,26,"20",8.15,0.2462784,0.8902121,0.5785956,0.0497749,0.0629571
"1035",1,19,26,"25",9.66,0.4778878,1.9118332,1.3057132,0.0736413,0.1295579
"1036",1,19,26,"30",5.18,0.3561138,1.4993706,1.0467257,0.0480899,0.1004203
"1037",1,19,26,"35",3.62,0.3391926,1.5128469,1.0752772,0.0433476,0.0992301
"1038",1,19,26,"40",2.07,0.2599586,1.1257573,0.8109767,0.03128,0.0787823
"1039",1,19,26,"45",0.62,0.1007288,0.5394505,0.3983638,0.0154564,0.0314802
"1040",1,19,26,"50",0.12,0.0246,0.126633,0.0943643,0.0037444,0.0078731
"1041",1,19,26,"55",0.12,0.0299057,0.1974312,0.1519277,0.0068609,0.010172
"1042",1,19,26,"60",0.06,0.0167798,0.1172332,0.091662,0.0044472,0.0055736
"1043",1,19,26,"65",0.06,0.0203255,0.1142787,0.0891258,0.0042751,0.0069086
"1044",2,19,26,"TOTALES",51.79,2.1911441,9.0277192,6.2473988,0.3682983,0.6083267
"1045",3,19,26,"S2 (X)",17627.44,24.47,399.33,189.26,0.71,1.85
"1046",1,19,45,"10",26.4,0.189703,0.3834822,0.2737303,0,0.1036237
"1047",1,19,45,"15",9.7,0.1571876,0.341398,0.2671067,0,0.1066078
"1048",1,19,45,"20",4.66,0.1430513,0.2876751,0.2311116,0,0.1162835
"1049",1,19,45,"25",1.38,0.0682287,0.1311796,0.1081383,0,0.0633517
"1050",1,19,45,"30",0.34,0.0258364,0.0483478,0.0406023,0,0.0269153
"1051",1,19,45,"35",0.17,0.018852,0.0339545,0.028801,0,0.0218546
"1052",1,19,45,"40",0.17,0.0210879,0.0391556,0.0333156,0,0.0252345
"1053",2,19,45,"TOTALES",42.82,0.6239469,1.2651928,0.9828058,0,0.4638711
"1054",3,19,45,"S2 (X)",29680.86,5.34,22.75,13.81,0,2.9
"1055",1,19,99,"45",0.06,0.0090826,0.0327373,0.0272685,0.0008769,0.0059676
"1056",2,19,99,"TOTALES",0.06,0.0090826,0.0327373,0.0272685,0.0008769,0.0059676
"1057",3,19,99,"S2 (X)",0.31,0,0.08,0.06,0,0
"1058",4,19,0,"10",60.57,0.4605898,1.0181561,0.6926686,0.0610434,0.1717205
"1059",4,19,0,"15",34.16,0.5988424,1.7111967,1.1677341,0.0999302,0.2261461
"1060",4,19,0,"20",26.79,0.8037739,2.4422395,1.7398811,0.111815,0.3121027
"1061",4,19,0,"25",15.35,0.7500586,2.7206085,1.9178957,0.0985535,0.2637275
"1062",4,19,0,"30",6.9,0.4787013,1.9420441,1.3800919,0.060196,0.162458
"1063",4,19,0,"35",4.31,0.4064895,1.6886237,1.2111793,0.0470615,0.1404573
"1064",4,19,0,"40",2.93,0.3683903,1.4731348,1.0806849,0.0394901,0.1407297
"1065",4,19,0,"45",0.87,0.1402914,0.7023887,0.5272183,0.0196476,0.0508116
"1066",4,19,0,"50",0.18,0.0372382,0.2020884,0.1557154,0.0053168,0.0136178
"1067",4,19,0,"55",0.18,0.0443948,0.2379517,0.185328,0.0075683,0.0169088
"1068",4,19,0,"60",0.06,0.0167798,0.1172332,0.091662,0.0044472,0.0055736
"1069",4,19,0,"65",0.06,0.0203255,0.1142787,0.0891258,0.0042751,0.0069086
"1070",5,19,0,"TOTALES",152.36,4.1258755,14.3699441,10.2391851,0.5593447,1.5111622
"1071",6,19,0,"S2 (X)",67417.29,33.63,468.39,230.16,0.89,4.95
