"","PROVINCIA","ESTADILLO","NUMORDEN","ESPECIE","NUMERO","ALTUMED","REGENA"
"663",18,331,1,"24","1","25","0"
"664",18,411,1,"24",NA,NA,"1"
"665",18,429,1,"45",NA,NA,"1"
"666",18,435,1,"24","6","30","0"
"667",18,447,1,"24",NA,NA,"2"
"668",18,447,2,"37",NA,NA,"2"
"669",18,447,3,"45",NA,NA,"3"
"670",18,504,1,"24",NA,NA,"1"
"671",18,504,2,"45",NA,NA,"3"
"672",18,504,3,"37",NA,NA,"1"
"673",18,505,1,"24","1","20","2"
"674",18,505,2,"45",NA,NA,"3"
"675",18,505,3,"37",NA,NA,"2"
"676",18,506,1,"24","6","20","1"
"677",18,506,2,"37",NA,NA,"3"
"678",18,508,1,"37",NA,NA,"3"
"679",18,508,2,"45",NA,NA,"2"
"680",18,511,1,"24","1","35","2"
"681",18,511,2,"45","6","30","3"
"682",18,511,3,"37",NA,NA,"3"
"683",18,513,1,"24",NA,NA,"1"
"684",18,513,2,"37","2","16","3"
"685",18,513,3,"45","3","20","3"
"686",18,514,1,"24","1","30","2"
"687",18,514,2,"45","1","30","3"
"688",18,514,3,"37",NA,NA,"1"
"689",18,517,1,"45","2","20","3"
"690",18,517,2,"15",NA,NA,"1"
"691",18,518,1,"45","7","25","3"
"692",18,518,2,"15",NA,NA,"1"
"693",18,519,1,"45","20","28","3"
"694",18,519,2,"95",NA,NA,"1"
"695",18,522,1,"45","5","40","1"
"696",18,524,1,"45","12","25","3"
"697",18,524,2,"15",NA,NA,"1"
"698",18,524,3,"95",NA,NA,"1"
"699",18,524,4,"44",NA,NA,"1"
"700",18,525,1,"45","1","28","3"
"701",18,525,2,"15",NA,NA,"3"
"702",18,525,3,"4",NA,NA,"1"
"703",18,525,4,"44",NA,NA,"1"
"704",18,526,1,"45","4","20","3"
"705",18,526,2,"15",NA,NA,"2"
"706",18,526,3,"4",NA,NA,"1"
"707",18,526,4,"44",NA,NA,"2"
"708",18,529,1,"45","8","36","3"
"709",18,530,1,"45",NA,NA,"3"
"710",18,530,2,"15",NA,NA,"2"
"711",18,534,1,"45","2","33","3"
"712",18,535,1,"45","9","35","3"
"713",18,535,2,"15",NA,NA,"2"
"714",18,535,3,"4",NA,NA,"1"
"715",18,536,1,"45","10","30","3"
"716",18,538,1,"45",NA,NA,"3"
"717",18,539,1,"45","10","20","3"
"718",18,539,2,"93","1","25","0"
"719",18,540,1,"45",NA,NA,"3"
"720",18,541,1,"45","9","30","3"
"721",18,542,1,"45","7","25","3"
"722",18,543,1,"45","8","25","3"
"723",18,546,1,"45",NA,NA,"3"
"724",18,547,1,"45","1","25","3"
"725",18,548,1,"45","2","25","3"
"726",18,549,1,"45","8","30","3"
"727",18,550,1,"45",NA,NA,"3"
"728",18,553,1,"15",NA,NA,"1"
"729",18,556,1,"45","25","35","3"
"730",18,557,1,"45","5","20","3"
"731",18,558,1,"45",NA,NA,"1"
"732",18,559,1,"45","24","35","3"
"733",18,560,1,"45",NA,NA,"2"
"734",18,565,1,"24",NA,NA,"1"
"735",18,565,2,"45",NA,NA,"3"
"736",18,565,3,"15",NA,NA,"3"
"737",18,567,1,"45","6","25","3"
"738",18,568,1,"95","4","28","3"
"739",18,569,1,"45",NA,NA,"2"
"740",18,570,1,"45","12","24","3"
"741",18,570,2,"93",NA,NA,"2"
"742",18,572,1,"45","12","20","3"
"743",18,573,1,"37","13","30","3"
"744",18,573,2,"45","2","30","3"
"745",18,575,1,"37",NA,NA,"3"
"746",18,577,1,"45",NA,NA,"3"
"747",18,577,2,"24",NA,NA,"1"
"748",18,580,1,"45",NA,NA,"3"
"749",18,584,1,"45",NA,NA,"1"
"750",18,585,1,"45",NA,NA,"3"
"751",18,586,1,"45","30","35","3"
"752",18,586,2,"93",NA,NA,"1"
"753",18,586,3,"95",NA,NA,"1"
"754",18,588,1,"37",NA,NA,"2"
"755",18,588,2,"45",NA,NA,"3"
"756",18,589,1,"45","1","20","3"
"757",18,589,2,"37",NA,NA,"2"
"758",18,590,1,"45",NA,NA,"3"
"759",18,590,2,"37","3","17","2"
"760",18,591,1,"45","23","35","3"
"761",18,591,2,"37",NA,NA,"3"
"762",18,592,1,"45",NA,NA,"3"
"763",18,594,1,"24","3","43","0"
"764",18,596,1,"37",NA,NA,"2"
"765",18,597,1,"24","11","45","1"
"766",18,597,2,"37",NA,NA,"3"
"767",18,597,3,"45",NA,NA,"1"
"768",18,598,1,"24","2","25","2"
"769",18,598,2,"37",NA,NA,"1"
"770",18,599,1,"37",NA,NA,"3"
"771",18,599,2,"45",NA,NA,"3"
"772",18,600,1,"37",NA,NA,"2"
"773",18,603,1,"24","12","38","0"
"774",18,603,2,"25",NA,NA,"1"
"775",18,604,1,"24",NA,NA,"1"
"776",18,604,2,"37",NA,NA,"1"
"777",18,605,1,"37",NA,NA,"3"
"778",18,605,2,"45","1","22","3"
"779",18,606,1,"24","1","25","0"
"780",18,606,2,"37",NA,NA,"3"
"781",18,607,1,"24","1","32","0"
"782",18,607,2,"37",NA,NA,"3"
"783",18,609,1,"45","7","25","3"
"784",18,609,2,"95",NA,NA,"1"
"785",18,610,1,"24","2","40","0"
"786",18,610,2,"45",NA,NA,"3"
"787",18,610,3,"37",NA,NA,"2"
"788",18,612,1,"24","3","25","1"
"789",18,612,2,"37",NA,NA,"1"
"790",18,613,1,"24",NA,NA,"1"
"791",18,613,2,"37",NA,NA,"3"
"792",18,614,1,"24",NA,NA,"2"
"793",18,615,1,"37",NA,NA,"3"
"794",18,616,1,"24","1","40","1"
"795",18,616,2,"45",NA,NA,"3"
"796",18,616,3,"37",NA,NA,"2"
"797",18,617,1,"24",NA,NA,"2"
"798",18,618,1,"37",NA,NA,"2"
"799",18,619,1,"24","1","20","1"
"800",18,619,2,"37",NA,NA,"1"
"801",18,619,3,"99",NA,NA,"1"
"802",18,620,1,"37",NA,NA,"2"
"803",18,621,1,"24","1","18","3"
"804",18,621,2,"45",NA,NA,"3"
"805",18,621,3,"37",NA,NA,"2"
"806",18,622,1,"45",NA,NA,"1"
"807",18,623,1,"57",NA,NA,"1"
"808",18,623,2,"97","14","35","3"
"809",18,632,1,"37",NA,NA,"2"
"810",18,635,1,"24","3","25","1"
"811",18,641,1,"24","13","40","1"
"812",18,642,1,"45","1","20","3"
"813",18,643,1,"24",NA,NA,"1"
"814",18,643,2,"37",NA,NA,"1"
"815",18,646,1,"45",NA,NA,"2"
"816",18,646,2,"37",NA,NA,"3"
"817",18,649,1,"24",NA,NA,"1"
"818",18,649,2,"45",NA,NA,"3"
"819",18,649,3,"37",NA,NA,"3"
"820",18,650,1,"24",NA,NA,"1"
"821",18,650,2,"45","5","20","3"
"822",18,650,3,"37",NA,NA,"3"
"823",18,651,1,"24",NA,NA,"1"
"824",18,651,2,"45",NA,NA,"2"
"825",18,651,3,"37",NA,NA,"2"
"826",18,653,1,"24","1","40","0"
"827",18,653,2,"45",NA,NA,"3"
"828",18,653,3,"37",NA,NA,"3"
"829",18,654,1,"24","2","25","1"
"830",18,654,2,"37",NA,NA,"3"
"831",18,654,3,"45",NA,NA,"2"
"832",18,655,1,"24","1","20","1"
"833",18,655,2,"45",NA,NA,"1"
"834",18,655,3,"37",NA,NA,"2"
"835",18,656,1,"37","2","20","3"
"836",18,656,2,"45",NA,NA,"2"
"837",18,657,1,"37",NA,NA,"3"
"838",18,657,2,"95",NA,NA,"1"
"839",18,659,1,"37",NA,NA,"3"
"840",18,659,2,"45",NA,NA,"2"
"841",18,660,1,"24",NA,NA,"2"
"842",18,660,2,"37",NA,NA,"2"
"843",18,660,3,"15",NA,NA,"3"
"844",18,660,4,"45",NA,NA,"2"
"845",18,661,1,"25",NA,NA,"1"
"846",18,661,2,"45",NA,NA,"2"
"847",18,662,1,"25",NA,NA,"1"
"848",18,662,2,"15","7","25","3"
"849",18,663,1,"25","2","25","1"
"850",18,663,2,"45","1","30","2"
"851",18,663,3,"15","5","25","3"
"852",18,664,1,"25",NA,NA,"2"
"853",18,664,2,"95",NA,NA,"1"
"854",18,667,1,"25",NA,NA,"3"
"855",18,667,2,"45",NA,NA,"3"
"856",18,670,1,"25",NA,NA,"1"
"857",18,670,2,"37",NA,NA,"3"
"858",18,670,3,"39",NA,NA,"3"
"859",18,670,4,"76",NA,NA,"1"
"860",18,672,1,"21",NA,NA,"1"
"861",18,672,2,"37",NA,NA,"3"
"862",18,673,1,"21","1","20","1"
"863",18,673,2,"37",NA,NA,"3"
"864",18,674,1,"21","1","25","1"
"865",18,674,2,"37",NA,NA,"2"
"866",18,680,1,"24","1","55","0"
"867",18,680,2,"15",NA,NA,"1"
"868",18,680,3,"45",NA,NA,"1"
"869",18,682,1,"24",NA,NA,"1"
"870",18,682,2,"37",NA,NA,"3"
"871",18,682,3,"45",NA,NA,"1"
"872",18,683,1,"24",NA,NA,"1"
"873",18,683,2,"45","5","20","3"
"874",18,683,3,"37",NA,NA,"2"
"875",18,685,1,"24","9","20","2"
"876",18,686,1,"45",NA,NA,"1"
"877",18,686,2,"37",NA,NA,"1"
"878",18,689,1,"24","4","20","2"
"879",18,689,2,"45",NA,NA,"3"
"880",18,689,3,"37",NA,NA,"3"
"881",18,691,1,"24","2","20","1"
"882",18,691,2,"45",NA,NA,"3"
"883",18,691,3,"37",NA,NA,"1"
"884",18,692,1,"24",NA,NA,"2"
"885",18,692,2,"45",NA,NA,"2"
"886",18,692,3,"37",NA,NA,"2"
"887",18,693,1,"24",NA,NA,"1"
"888",18,696,1,"24",NA,NA,"1"
"889",18,696,2,"45","1","20","3"
"890",18,696,3,"37",NA,NA,"2"
"891",18,697,1,"45","14","25","3"
"892",18,697,2,"37",NA,NA,"3"
"893",18,698,1,"26",NA,NA,"2"
"894",18,699,1,"24",NA,NA,"1"
"895",18,699,2,"45",NA,NA,"1"
"896",18,699,3,"37",NA,NA,"1"
"897",18,701,1,"24","2","25","2"
"898",18,701,2,"45",NA,NA,"3"
"899",18,701,3,"37",NA,NA,"3"
"900",18,702,1,"26","1","35","0"
"901",18,702,2,"45",NA,NA,"3"
"902",18,702,3,"24",NA,NA,"1"
"903",18,702,4,"37",NA,NA,"2"
"904",18,703,1,"26","1","35","1"
"905",18,703,2,"45","6","30","3"
"906",18,704,1,"45",NA,NA,"3"
"907",18,707,1,"45","7","20","3"
"908",18,707,2,"15",NA,NA,"1"
"909",18,707,3,"37",NA,NA,"2"
"910",18,707,4,"95",NA,NA,"2"
"911",18,708,1,"26","1","25","1"
"912",18,708,2,"24",NA,NA,"1"
"913",18,708,3,"45",NA,NA,"2"
"914",18,709,1,"25",NA,NA,"1"
"915",18,709,2,"26","2","30","1"
"916",18,709,3,"24",NA,NA,"1"
"917",18,709,4,"45","3","35","3"
"918",18,710,1,"24","1","30","1"
"919",18,710,2,"37",NA,NA,"3"
"920",18,711,1,"26",NA,NA,"1"
"921",18,711,2,"45",NA,NA,"3"
"922",18,711,3,"25","2","20",NA
"923",18,711,4,"37",NA,NA,"3"
"924",18,713,1,"25","3","20","3"
"925",18,713,2,"45","3","20","3"
"926",18,714,1,"25",NA,NA,"1"
"927",18,715,1,"45","26","30","3"
"928",18,715,2,"37",NA,NA,"2"
"929",18,716,1,"45","11","30","3"
"930",18,716,2,"25","1","20","0"
"931",18,716,3,"37","3","25","2"
"932",18,718,1,"25",NA,NA,"1"
"933",18,718,2,"76","10","20","3"
"934",18,718,3,"15","5","20","3"
"935",18,719,1,"45","5","30","3"
"936",18,719,2,"37",NA,NA,"2"
"937",18,719,3,"15",NA,NA,"1"
"938",18,719,4,"39",NA,NA,"3"
"939",18,722,1,"39",NA,NA,"3"
"940",18,729,1,"38",NA,NA,"3"
"941",18,729,2,"37",NA,NA,"3"
"942",18,730,1,"37",NA,NA,"3"
"943",18,731,1,"39",NA,NA,"3"
"944",18,734,1,"25","1","55","2"
"945",18,734,2,"15",NA,NA,"3"
"946",18,735,1,"25","3","30","1"
"947",18,738,1,"24","4","25","0"
"948",18,740,1,"25",NA,NA,"1"
"949",18,741,1,"39",NA,NA,"3"
"950",18,742,1,"39",NA,NA,"3"
"951",18,743,1,"25",NA,NA,"1"
"952",18,743,2,"37",NA,NA,"1"
"953",18,743,3,"45",NA,NA,"1"
"954",18,744,1,"26","2","30","0"
"955",18,744,2,"24","1","20","0"
"956",18,745,1,"24","1","25","0"
"957",18,745,2,"45",NA,NA,"1"
"958",18,751,1,"25","1","20","1"
"959",18,751,2,"45","2","20","3"
"960",18,754,1,"24","5","25","0"
"961",18,755,1,"15","4","30","1"
"962",18,757,1,"58","1","35","0"
"963",18,757,2,"57","1","50","1"
"964",18,758,1,"26","2","30","1"
"965",18,758,2,"25","1","20","0"
"966",18,758,3,"45",NA,NA,"1"
"967",18,759,1,"25","1","30","1"
"968",18,760,1,"26",NA,NA,"1"
"969",18,762,1,"45",NA,NA,"1"
"970",18,763,1,"26","2","25","0"
"971",18,764,1,"24",NA,NA,"1"
"972",18,764,2,"45","15","20","3"
"973",18,767,1,"24","1","30","1"
"974",18,767,2,"45",NA,NA,"3"
"975",18,770,1,"45","6","35","3"
"976",18,771,1,"45","2","35","2"
"977",18,771,2,"15",NA,NA,"1"
"978",18,772,1,"45","12","40","3"
"979",18,772,2,"15",NA,NA,"1"
"980",18,775,1,"45",NA,NA,"3"
"981",18,775,2,"15",NA,NA,"1"
"982",18,775,3,"95",NA,NA,"2"
"983",18,777,1,"45","10","35","3"
"984",18,777,2,"15",NA,NA,"1"
"985",18,777,3,"93",NA,NA,"1"
"986",18,780,1,"45","13","40","3"
"987",18,780,2,"15",NA,NA,"1"
"988",18,787,1,"45",NA,NA,"3"
"989",18,787,2,"37",NA,NA,"3"
"990",18,790,1,"45",NA,NA,"3"
"991",18,790,2,"4",NA,NA,"2"
"992",18,792,1,"45",NA,NA,"2"
"993",18,793,1,"24",NA,NA,"2"
"994",18,793,2,"45",NA,NA,"3"
"995",18,793,3,"37",NA,NA,"1"
"996",18,797,1,"24",NA,NA,"1"
"997",18,797,2,"95",NA,NA,"1"
"998",18,799,1,"45",NA,NA,"3"
"999",18,799,2,"93",NA,NA,"3"
"1000",18,801,1,"45","2","25","3"
"1001",18,801,2,"93",NA,NA,"1"
"1002",18,801,3,"15",NA,NA,"1"
"1003",18,813,1,"45",NA,NA,"2"
"1004",18,813,2,"2",NA,NA,"3"
"1005",18,813,3,"37",NA,NA,"1"
"1006",18,813,4,"4",NA,NA,"3"
"1007",18,814,1,"26",NA,NA,"1"
"1008",18,814,2,"45","3","25","3"
"1009",18,814,3,"24","1","50","0"
"1010",18,814,4,"2",NA,NA,"3"
"1011",18,814,5,"37",NA,NA,"2"
"1012",18,816,1,"26",NA,NA,"1"
"1013",18,816,2,"45",NA,NA,"3"
"1014",18,816,3,"17","1","20","1"
"1015",18,816,4,"2",NA,NA,"1"
"1016",18,818,1,"45","2","25","3"
"1017",18,825,1,"25",NA,NA,"2"
"1018",18,825,2,"45",NA,NA,"1"
"1019",18,834,1,"58","1","55","0"
"1020",18,839,1,"24","1","20","0"
"1021",18,839,2,"66",NA,NA,"1"
"1022",18,839,3,"26","1","25","0"
"1023",18,839,4,"4",NA,NA,"1"
"1024",18,839,5,"45",NA,NA,"1"
"1025",18,851,1,"45","3","30","3"
"1026",18,852,1,"45","20","35","3"
"1027",18,852,2,"15","1","20","2"
"1028",18,853,1,"24","1","45","0"
"1029",18,854,1,"24",NA,NA,"1"
"1030",18,855,1,"17","7","35","0"
"1031",18,858,1,"45","15","30","3"
"1032",18,858,2,"37",NA,NA,"2"
"1033",18,859,1,"45","9","35","3"
"1034",18,859,2,"37",NA,NA,"3"
"1035",18,863,1,"45","11","25","3"
"1036",18,863,2,"37",NA,NA,"1"
"1037",18,864,1,"26","3","25","1"
"1038",18,864,2,"45","41","25","3"
"1039",18,864,3,"37","2","30","3"
"1040",18,865,1,"45",NA,NA,"1"
"1041",18,866,1,"45","4","30","3"
"1042",18,866,2,"37",NA,NA,"1"
"1043",18,868,1,"37",NA,NA,"1"
"1044",18,873,1,"26","1","40","0"
"1045",18,875,1,"45","1","35","1"
"1046",18,875,2,"15",NA,NA,"1"
"1047",18,877,1,"45","4","30","3"
"1048",18,877,2,"15",NA,NA,"1"
"1049",18,878,1,"25",NA,NA,"1"
"1050",18,878,2,"45",NA,NA,"3"
"1051",18,879,1,"45",NA,NA,"3"
"1052",18,879,2,"37","2","30","1"
"1053",18,880,1,"45","4","35","3"
"1054",18,880,2,"37","1","25","3"
"1055",18,885,1,"45",NA,NA,"3"
"1056",18,885,2,"24",NA,NA,"1"
"1057",18,887,1,"24","1","30","0"
"1058",18,888,1,"24",NA,NA,"1"
"1059",18,889,1,"26",NA,NA,"1"
"1060",18,889,2,"45",NA,NA,"3"
"1061",18,891,1,"45","16","30","3"
"1062",18,891,2,"37",NA,NA,"2"
"1063",18,893,1,"26","3","35","0"
"1064",18,893,2,"15",NA,NA,"2"
"1065",18,896,1,"45",NA,NA,"3"
"1066",18,896,2,"37",NA,NA,"1"
"1067",18,898,1,"45",NA,NA,"3"
"1068",18,899,1,"45",NA,NA,"1"
"1069",18,900,1,"45",NA,NA,"3"
"1070",18,902,1,"24",NA,NA,NA
"1071",18,906,1,"45",NA,NA,"2"
"1072",18,907,1,"26",NA,NA,"1"
"1073",18,907,2,"45",NA,NA,"2"
"1074",18,909,1,"45",NA,NA,"2"
"1075",18,909,2,"37",NA,NA,"2"
"1076",18,910,1,"45",NA,NA,"1"
"1077",18,911,1,"26",NA,NA,"2"
"1078",18,911,2,"45",NA,NA,"1"
"1079",18,912,1,"45",NA,NA,"3"
"1080",18,912,2,"26",NA,NA,"1"
"1081",18,913,1,"24",NA,NA,"1"
"1082",18,914,1,"24","2","20","1"
"1083",18,916,1,"26",NA,NA,"1"
"1084",18,916,2,"2",NA,NA,"1"
"1085",18,916,3,"45",NA,NA,"2"
"1086",18,916,4,"44","1","30","2"
"1087",18,916,5,"37",NA,NA,"1"
"1088",18,916,6,"95",NA,NA,"1"
"1089",18,918,1,"37",NA,NA,"3"
"1090",18,921,1,"17","1","25","0"
"1091",18,921,2,"36",NA,NA,"1"
"1092",18,922,1,"26",NA,NA,"1"
"1093",18,922,2,"39","1","20","1"
"1094",18,922,3,"45","2","25","3"
"1095",18,922,4,"37",NA,NA,"3"
"1096",18,924,1,"37",NA,NA,"1"
"1097",18,933,1,"24",NA,NA,"1"
"1098",18,933,2,"37",NA,NA,"3"
"1099",18,933,3,"45",NA,NA,"3"
"1100",18,934,1,"26",NA,NA,"1"
"1101",18,934,2,"37",NA,NA,"2"
"1102",18,934,3,"45",NA,NA,"3"
"1103",18,935,1,"45","3","25","3"
"1104",18,936,1,"45",NA,NA,"3"
"1105",18,937,1,"26","9","35","1"
"1106",18,954,1,"45","43","40","3"
"1107",18,971,1,"45",NA,NA,"3"
"1108",18,973,1,"45",NA,NA,"3"
"1109",18,973,2,"37",NA,NA,"1"
"1110",18,977,1,"45",NA,NA,"1"
"1111",18,985,1,"37",NA,NA,"3"
"1112",18,985,2,"4",NA,NA,"2"
"1113",18,994,1,"24","4","30","0"
"1114",18,1001,1,"25","1","30","0"
"1115",18,1001,2,"45",NA,NA,"2"
"1116",18,1001,3,"15",NA,NA,"1"
"1117",18,1006,1,"15",NA,NA,"2"
"1118",18,1016,1,"15","1","20","3"
"1119",18,1018,1,"25","2","40","0"
"1120",18,1018,2,"21","1","40","0"
"1121",18,1018,3,"37",NA,NA,"1"
"1122",18,1018,4,"15",NA,NA,"1"
"1123",18,1021,1,"25","2","35","0"
"1124",18,1022,1,"25",NA,NA,"1"
"1125",18,1022,2,"39",NA,NA,"3"
"1126",18,1029,1,"25","2","25","1"
"1127",18,1029,2,"37",NA,NA,"3"
"1128",18,1029,3,"45",NA,NA,"1"
"1129",18,1031,1,"24",NA,NA,"1"
"1130",18,1031,2,"25",NA,NA,"1"
"1131",18,1031,3,"45","14","25","3"
"1132",18,1032,1,"25","5","30","1"
"1133",18,1032,2,"26","4","30","1"
"1134",18,1032,3,"45",NA,NA,"1"
"1135",18,1033,1,"45","2","35","2"
"1136",18,1035,1,"21","5","35","0"
"1137",18,1035,2,"45",NA,NA,"2"
"1138",18,1036,1,"45","4","25","3"
"1139",18,1036,2,"25",NA,NA,"1"
"1140",18,1038,1,"45","17","35","3"
"1141",18,1038,2,"37",NA,NA,"1"
"1142",18,1039,1,"24",NA,NA,"1"
"1143",18,1042,1,"45",NA,NA,"3"
"1144",18,1044,1,"26","1","30","0"
"1145",18,1044,2,"45",NA,NA,"3"
"1146",18,1045,1,"45","4","20","3"
"1147",18,1046,1,"24","11","25","1"
"1148",18,1047,1,"24","2","35","0"
"1149",18,1048,1,"24","1","30","0"
"1150",18,1049,1,"45",NA,NA,"3"
"1151",18,1049,2,"24",NA,NA,"2"
"1152",18,1050,1,"45",NA,NA,"2"
"1153",18,1051,1,"45","22","30","3"
"1154",18,1051,2,"26","3","25","1"
"1155",18,1053,1,"45",NA,NA,"3"
"1156",18,1054,1,"45","1","20","3"
"1157",18,1059,1,"24","4","35","1"
"1158",18,1060,1,"45",NA,NA,"3"
"1159",18,1061,1,"24","1","50","0"
"1160",18,1061,2,"45",NA,NA,"3"
"1161",18,1066,1,"45","7","40","3"
"1162",18,1068,1,"45","8","20","3"
"1163",18,1070,1,"26","2","20","0"
"1164",18,1071,1,"45",NA,NA,"3"
"1165",18,1072,1,"37",NA,NA,"3"
"1166",18,1072,2,"39",NA,NA,"3"
"1167",18,1073,1,"25","3","35","0"
"1168",18,1074,1,"45",NA,NA,"1"
"1169",18,1075,1,"26","1","40","0"
"1170",18,1077,1,"39",NA,NA,"3"
"1171",18,1078,1,"39",NA,NA,"3"
"1172",18,1079,1,"25","1","20","0"
"1173",18,1079,2,"39",NA,NA,"3"
"1174",18,1082,1,"15",NA,NA,"3"
"1175",18,1082,2,"57","6","50",NA
"1176",18,1088,1,"25","1","35","0"
"1177",18,1089,1,"24",NA,NA,"1"
"1178",18,1089,2,"45",NA,NA,"2"
"1179",18,1090,1,"25",NA,NA,"1"
"1180",18,1090,2,"21",NA,NA,"1"
"1181",18,1096,1,"21","7","40","2"
"1182",18,1096,2,"15",NA,NA,"1"
"1183",18,1098,1,"45",NA,NA,"3"
"1184",18,1099,1,"45","2","30","3"
"1185",18,1105,1,"45",NA,NA,"2"
"1186",18,1105,2,"15",NA,NA,"1"
"1187",18,1106,1,"25","2","30","1"
"1188",18,1106,2,"21","3","25","0"
"1189",18,1107,1,"25","2","25","0"
"1190",18,1112,1,"25","1","20","0"
"1191",18,1113,1,"15",NA,NA,"1"
"1192",18,1114,1,"25",NA,NA,"1"
"1193",18,1114,2,"21","1","20","1"
"1194",18,1114,3,"15",NA,NA,"3"
"1195",18,1115,1,"25","2","35","0"
"1196",18,1115,2,"21","2","35","0"
"1197",18,1116,1,"15","5","20","3"
"1198",18,1117,1,"21",NA,NA,"1"
"1199",18,1117,2,"45",NA,NA,"2"
"1200",18,1118,1,"26","2","25","0"
"1201",18,1118,2,"45",NA,NA,"3"
"1202",18,1118,3,"15",NA,NA,"3"
"1203",18,1119,1,"45","5","30","3"
"1204",18,1119,2,"15",NA,NA,"3"
"1205",18,1121,1,"25",NA,NA,"1"
"1206",18,1122,1,"25","1","25","1"
"1207",18,1123,1,"25","2","35",NA
"1208",18,1123,2,"21","4","25","1"
"1209",18,1124,1,"15",NA,NA,"2"
"1210",18,1125,1,"45","9","30","3"
"1211",18,1125,2,"25",NA,NA,"1"
"1212",18,1125,3,"15",NA,NA,"1"
"1213",18,1126,1,"45","6","30","3"
"1214",18,1126,2,"15",NA,NA,"2"
"1215",18,1127,1,"45","2","20","3"
"1216",18,1127,2,"15",NA,NA,"1"
"1217",18,1129,1,"15",NA,NA,"3"
"1218",18,1130,1,"15","2","30","3"
"1219",18,1132,1,"25","1","25","0"
"1220",18,1132,2,"15",NA,NA,"3"
"1221",18,1134,1,"21","4","25","2"
"1222",18,1135,1,"25","1","40","0"
"1223",18,1135,2,"21","2","25","0"
"1224",18,1138,1,"25",NA,NA,"1"
"1225",18,1139,1,"15",NA,NA,"3"
"1226",18,1140,1,"25","1","45","0"
"1227",18,1140,2,"15",NA,NA,"3"
"1228",18,1142,1,"45",NA,NA,"2"
"1229",18,1143,1,"45",NA,NA,"3"
"1230",18,1144,1,"45",NA,NA,"3"
"1231",18,1145,1,"45","6","25","3"
"1232",18,1145,2,"93",NA,NA,"2"
"1233",18,1148,1,"45","1","20","3"
"1234",18,1148,2,"15",NA,NA,"1"
"1235",18,1149,1,"93","6","35","2"
"1236",18,1149,2,"15",NA,NA,"3"
"1237",18,1149,3,"45",NA,NA,"3"
"1238",18,1151,1,"45",NA,NA,"3"
"1239",18,1152,1,"45","3","20","3"
"1240",18,1153,1,"45",NA,NA,"3"
"1241",18,1153,2,"93",NA,NA,"1"
"1242",18,1154,1,"15",NA,NA,"1"
"1243",18,1155,1,"45","11","30","3"
"1244",18,1156,1,"45","2","50","3"
"1245",18,1156,2,"44",NA,NA,"2"
"1246",18,1156,3,"93","9","35","3"
"1247",18,1156,4,"15",NA,NA,"2"
"1248",18,1158,1,"24","4","45","0"
"1249",18,1158,2,"37","1","30","2"
"1250",18,1158,3,"45","2","35","0"
"1251",18,1161,1,"24",NA,NA,"1"
"1252",18,1161,2,"45","15","35","3"
"1253",18,1161,3,"93",NA,NA,"1"
"1254",18,1161,4,"37",NA,NA,"1"
"1255",18,1163,1,"45","2","20","3"
"1256",18,1165,1,"45","14","35","3"
"1257",18,1169,1,"45","29","30","3"
"1258",18,1171,1,"45",NA,NA,"3"
"1259",18,1177,1,"24","6","25","0"
"1260",18,1184,1,"24",NA,NA,"2"
"1261",18,1186,1,"25",NA,NA,"1"
"1262",18,1187,1,"45","18","31","3"
"1263",18,1187,2,"37",NA,NA,"3"
"1264",18,1188,1,"45",NA,NA,"1"
"1265",18,1188,2,"15",NA,NA,"2"
"1266",18,1189,1,"24","3","26","0"
"1267",18,1189,2,"45",NA,NA,"2"
"1268",18,1195,1,"45","6","21","2"
"1269",18,1196,1,"24","6","28","0"
"1270",18,1197,1,"24","14","21","2"
"1271",18,1197,2,"26",NA,NA,"1"
"1272",18,1200,1,"45","5","21","3"
"1273",18,1201,1,"25",NA,NA,"1"
"1274",18,1201,2,"45",NA,NA,"1"
"1275",18,1203,1,"45",NA,NA,"3"
"1276",18,1205,1,"24","6","21","2"
"1277",18,1206,1,"24","11","24","1"
"1278",18,1208,1,"45","30","25","3"
"1279",18,1211,1,"45",NA,NA,"1"
"1280",18,1214,1,"24","1","20","0"
"1281",18,1214,2,"45",NA,NA,"3"
"1282",18,1215,1,"45",NA,NA,"3"
"1283",18,1216,1,"26","6","22","1"
"1284",18,1216,2,"45","1","24","1"
"1285",18,1219,1,"21","2","45","0"
"1286",18,1220,1,"45",NA,NA,"1"
"1287",18,1220,2,"15",NA,NA,"1"
"1288",18,1221,1,"45",NA,NA,"3"
"1289",18,1222,1,"44","2","26","0"
"1290",18,1222,2,"95","9","31","2"
"1291",18,1222,3,"93",NA,NA,"2"
"1292",18,1222,4,"45",NA,NA,"2"
"1293",18,1222,5,"15",NA,NA,"2"
"1294",18,1224,1,"15",NA,NA,"3"
"1295",18,1224,2,"95",NA,NA,"2"
"1296",18,1225,1,"45","39","24","3"
"1297",18,1226,1,"45",NA,NA,"2"
"1298",18,1228,1,"29","1","30","0"
"1299",18,1228,2,"21","1","25","0"
"1300",18,1231,1,"43",NA,NA,"3"
"1301",18,1231,2,"15",NA,NA,"2"
"1302",18,1232,1,"43",NA,NA,"3"
"1303",18,1232,2,"45",NA,NA,"2"
"1304",18,1232,3,"15",NA,NA,"2"
"1305",18,1233,1,"93","6","22","1"
"1306",18,1233,2,"45","2","20","2"
"1307",18,1233,3,"13","1","35","0"
